Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1 (city),Location 1,Location 2,Location 1 (state)
IOWA,2014,47,,-,1,,20,,179,,244,,,-,0,,2,,11,,12,,,-,0,,1,,2,,1,,,POINT (-93.81648936699969 42.469401477000474),,IOWA
MARYLAND,2014,47,3,,15,,62,,978,,1152,,,-,2,,8,,126,,138,,,-,0,,1,,6,,3,,,POINT (-76.60925970899967 39.29058224000045),,MARYLAND
ARKANSAS,2014,47,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,6,,,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS
NEW JERSEY,2014,47,1,,31,,172,,2456,,3674,,,-,1,,5,,63,,87,,,-,0,,2,,8,,17,,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY
KANSAS,2014,47,,-,0,,2,,14,,34,,,-,0,,2,,9,,8,,,-,0,,1,,1,,3,,,POINT (-98.20077655499966 38.3477418760005),,KANSAS
PENNSYLVANIA,2014,47,42,,66,,596,,7274,,5536,,,-,1,,5,,66,,66,,,-,0,,2,,12,,22,,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA
WYOMING,2014,47,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,POINT (-108.10982744299969 43.235543013000495),,WYOMING
NEW MEXICO,2014,47,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO
DELAWARE,2014,47,1,,6,,24,,378,,486,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE
TEXAS,2014,47,,-,0,,11,,28,,67,,1,,1,,19,,88,,67,,,-,0,,5,,17,,23,,,POINT (-99.4267664729997 31.827240712000446),,TEXAS
NEW ENGLAND,2014,47,,-,92,,637,,8464,,12481,,,-,2,,7,,89,,121,,,-,0,,3,,13,,22,,,POINT (-105.40101878999968 53.0500595200005),,NEW ENGLAND
RHODE ISLAND,2014,47,,-,8,,81,,640,,602,,,-,0,,3,,17,,11,,,-,0,,1,,1,,1,,,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND
LOUISIANA,2014,47,,-,0,,1,,2,,,-,,-,0,,1,,12,,8,,,-,0,,1,,6,,15,,,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA
HAWAII,2014,47,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,1,,2,,1,,,POINT (-157.85774691599974 21.304853205000427),,HAWAII
PUERTO RICO,2014,47,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO
FLORIDA,2014,47,1,,2,,12,,124,,122,,,-,1,,4,,45,,48,,4,,1,,3,,46,,54,,,POINT (-81.92895558499964 28.93204444200046),,FLORIDA
MASSACHUSETTS,2014,47,,-,37,,352,,3960,,5161,,,-,1,,5,,48,,69,,,-,0,,1,,10,,11,,,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS
CALIFORNIA,2014,47,,-,0,,2,,14,,112,,,-,1,,5,,61,,94,,,-,1,,5,,51,,104,,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA
MISSISSIPPI,2014,47,,-,0,,1,,1,,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,3,,,POINT (-89.53802764499966 32.745512774000474),,MISSISSIPPI
OREGON,2014,47,,-,1,,5,,61,,39,,,-,0,,2,,16,,12,,,-,0,,3,,16,,11,,,POINT (-120.15502977999972 44.56745218600048),,OREGON
ALABAMA,2014,47,,-,0,,7,,56,,23,,,-,0,,3,,13,,2,,,-,0,,1,,6,,3,,,POINT (-86.63185803899967 32.84057034900047),,ALABAMA
COLORADO,2014,47,,-,0,,0,,,-,,-,,-,0,,3,,7,,31,,,-,0,,1,,3,,9,,,POINT (-106.13360888799969 38.84384201300048),,COLORADO
KENTUCKY,2014,47,,-,0,,5,,43,,39,,,-,0,,2,,10,,9,,,-,0,,1,,3,,1,,,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY
NEBRASKA,2014,47,,-,0,,4,,16,,10,,,-,0,,2,,9,,6,,,-,0,,1,,,-,4,,,POINT (-99.36571864599966 41.641041981000456),,NEBRASKA
VERMONT,2014,47,,-,8,,48,,528,,875,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,,POINT (-72.51763944499965 43.62538000100045),,VERMONT
NEVADA,2014,47,,-,0,,2,,6,,13,,,-,0,,2,,9,,7,,,-,0,,1,,2,,1,,,POINT (-117.07183978499972 39.493242807000456),,NEVADA
MAINE,2014,47,,-,15,,89,,1222,,1308,,,-,0,,1,,6,,9,,,-,0,,1,,1,,3,,,POINT (-68.98502952999962 45.2542257390005),,MAINE
MICHIGAN,2014,47,,-,2,,13,,125,,164,,,-,0,,2,,12,,19,,,-,0,,2,,11,,4,,,POINT (-84.71438724399968 44.66132176400049),,MICHIGAN
ILLINOIS,2014,47,,-,1,,20,,172,,337,,,-,0,,4,,37,,63,,,-,0,,2,,11,,10,,,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS
WISCONSIN,2014,47,,-,9,,97,,1089,,1844,,,-,0,,2,,6,,10,,,-,0,,1,,7,,13,,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN
MISSOURI,2014,47,,-,0,,2,,11,,3,,,-,0,,1,,13,,5,,,-,0,,1,,8,,10,,,POINT (-92.56629737199967 38.63579079900046),,MISSOURI
MOUNTAIN,2014,47,,-,1,,7,,44,,104,,,-,1,,6,,45,,82,,,-,0,,3,,25,,37,,,POINT (-109.75101789499968 47.00024835200048),,MOUNTAIN
UTAH,2014,47,,-,0,,1,,3,,15,,,-,0,,1,,4,,7,,,-,0,,1,,1,,7,,,POINT (-111.5871285339997 39.36070082200047),,UTAH
NEW YORK,2014,47,61,,41,,226,,2711,,3521,,,-,1,,4,,58,,52,,,-,0,,3,,8,,21,,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK
IDAHO,2014,47,,-,0,,1,,8,,19,,,-,0,,1,,3,,5,,,-,0,,1,,4,,4,,,POINT (-114.3637261449997 43.68263160000049),,IDAHO
PACIFIC,2014,47,,-,2,,6,,93,,177,,1,,2,,6,,116,,137,,,-,2,,7,,80,,129,,,POINT (-90.74151604899964 38.48199730900046),,PACIFIC
ARIZONA,2014,47,,-,0,,5,,18,,31,,,-,0,,3,,18,,31,,,-,0,,2,,9,,11,,,POINT (-111.76380949799972 34.865970167000455),,ARIZONA
NORTH CAROLINA,2014,47,78,,0,,27,,147,,152,,2,,0,,8,,35,,22,,,-,0,,3,,11,,10,,,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA
WEST VIRGINIA,2014,47,,-,1,,14,,119,,137,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA
NORTH DAKOTA,2014,47,,-,0,,2,,13,,29,,,-,0,,1,,9,,3,,,-,0,,1,,2,,3,,,POINT (-100.11842599699969 47.47531892900048),,NORTH DAKOTA
UNITED STATES,2014,47,230,,338,,1741,,26528,,34587,,5,,25,,51,,1296,,1450,,4,,8,,24,,356,,503,,,POINT (-98.49999896099968 39.759995942000444),,UNITED STATES
WASHINGTON,2014,47,,-,0,,4,,12,,14,,1,,0,,3,,35,,26,,,-,0,,4,,11,,13,,,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON
VIRGINIA,2014,47,14,,14,,267,,992,,921,,,-,1,,5,,66,,67,,,-,0,,2,,8,,6,,,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA
GUAM,2014,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,POINT (144.73149801400064 13.480998894000436),,GUAM
TENNESSEE,2014,47,,-,0,,3,,17,,22,,,-,0,,2,,17,,17,,,-,0,,1,,6,,5,,,POINT (-85.77448642199965 35.68094014000047),,TENNESSEE
INDIANA,2014,47,,-,0,,11,,72,,108,,,-,0,,3,,17,,18,,,-,0,,1,,4,,14,,,POINT (-86.14995579899966 39.76691072200049),,INDIANA
MINNESOTA,2014,47,,-,0,,14,,3,,2299,,,-,0,,2,,2,,62,,,-,0,,2,,5,,10,,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA
OKLAHOMA,2014,47,,-,0,,2,,,-,1,,,-,0,,3,,9,,12,,,-,0,,2,,9,,6,,,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA
MONTANA,2014,47,,-,0,,2,,7,,17,,,-,0,,1,,2,,,-,,-,0,,1,,4,,1,,,POINT (-109.42441687999968 47.06652759400049),,MONTANA
NEW YORK CITY,2014,47,27,,3,,441,,740,,724,,,-,3,,16,,180,,177,,,-,0,,2,,10,,16,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
ALASKA,2014,47,,-,0,,2,,6,,12,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),,ALASKA
SOUTH DAKOTA,2014,47,,-,0,,1,,2,,4,,,-,0,,1,,3,,7,,,-,0,,1,,2,,4,,,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA
OHIO,2014,47,2,,1,,10,,108,,91,,1,,1,,3,,36,,26,,,-,0,,2,,10,,9,,,POINT (-82.40425685299965 40.06021184000048),,OHIO
CONNECTICUT,2014,47,,-,15,,146,,1523,,2871,,,-,0,,2,,8,,18,,,-,0,,1,,1,,2,,,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT
GEORGIA,2014,47,,-,0,,3,,3,,8,,,-,1,,5,,74,,63,,,-,0,,2,,12,,12,,,POINT (-83.62757601199968 32.83968158500045),,GEORGIA
NEW HAMPSHIRE,2014,47,,-,6,,58,,591,,1664,,,-,0,,2,,6,,9,,,-,0,,0,,,-,2,,,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE
UNITED STATES,2014,48,82,,331,,1758,,27253,,34829,,5,,25,,51,,1316,,1467,,3,,8,,24,,362,,512,,,,,
NEW ENGLAND,2014,48,1,,100,,668,,9013,,12588,,,-,2,,7,,90,,121,,,-,0,,3,,13,,22,,,,,
MID. ATLANTIC,2014,48,70,,173,,899,,13327,,13546,,1,,7,,23,,377,,390,,,-,1,,3,,38,,77,,,,,
E.N. CENTRAL,2014,48,1,,12,,128,,1579,,2549,,,-,2,,8,,108,,137,,1,,1,,4,,44,,50,,,,,
W.N. CENTRAL,2014,48,,-,3,,22,,244,,2632,,1,,1,,4,,57,,104,,,-,0,,3,,20,,38,,,,,
S. ATLANTIC,2014,48,10,,42,,309,,2810,,3076,,1,,7,,18,,364,,374,,1,,2,,6,,89,,92,,,,,
DIST. OF COL.,2014,48,,-,0,,4,,23,,34,,,-,0,,2,,8,,12,,,-,0,,1,,1,,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,48,,-,2,,10,,118,,84,,,-,1,,5,,41,,32,,,-,0,,2,,16,,12,,,,,
W.S. CENTRAL,2014,48,,-,0,,13,,30,,69,,,-,2,,21,,113,,88,,,-,0,,6,,33,,52,,,,,
MOUNTAIN,2014,48,,-,1,,7,,49,,105,,,-,1,,6,,46,,82,,1,,0,,3,,26,,37,,,,,
PACIFIC,2014,48,,-,1,,5,,83,,180,,2,,2,,6,,120,,139,,,-,2,,7,,83,,132,,,,,
AMER. SAMOA,2014,48,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
VIRGIN ISL.,2014,48,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,VIRGIN ISL.
OREGON,2014,48,,-,1,,5,,51,,40,,,-,0,,2,,16,,13,,,-,0,,3,,17,,11,,,POINT (-120.15502935599994 44.56745049300008),,OREGON
NEBRASKA,2014,48,,-,0,,4,,16,,10,,,-,0,,2,,9,,6,,,-,0,,1,,,-,5,,,POINT (-99.36571888999998 41.64104362100005),,NEBRASKA
NEW JERSEY,2014,48,,-,32,,172,,2481,,3684,,,-,1,,5,,67,,88,,,-,0,,1,,8,,18,,,POINT (-74.27368796999997 40.130570807000026),,NEW JERSEY
MISSISSIPPI,2014,48,,-,0,,1,,2,,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,3,,,POINT (-89.53802722999995 32.745513440000025),,MISSISSIPPI
NEW MEXICO,2014,48,,-,0,,0,,,-,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,,POINT (-106.24057817299996 34.52088149400004),,NEW MEXICO
WEST VIRGINIA,2014,48,,-,1,,14,,119,,137,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,,POINT (-80.71263755899997 38.66551127300005),,WEST VIRGINIA
NEW HAMPSHIRE,2014,48,,-,6,,58,,591,,1670,,,-,0,,2,,7,,9,,,-,0,,0,,,-,2,,,POINT (-71.50035697299995 43.65595283500005),,NEW HAMPSHIRE
OKLAHOMA,2014,48,,-,0,,2,,,-,1,,,-,0,,3,,9,,12,,,-,0,,2,,9,,6,,,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA
MONTANA,2014,48,,-,0,,2,,7,,17,,,-,0,,1,,2,,,-,,-,0,,1,,4,,1,,,POINT (-109.42441587999997 47.06652795700006),,MONTANA
HAWAII,2014,48,,N,0,,0,,,N,,N,,-,0,,1,,3,,1,,,-,0,,1,,2,,1,,,POINT (-157.85774691599974 21.304853205000427),,HAWAII
KANSAS,2014,48,,-,0,,2,,14,,34,,,-,0,,2,,9,,8,,,-,0,,1,,1,,3,,,POINT (-98.20077822999997 38.347742794000055),,KANSAS
LOUISIANA,2014,48,,-,0,,1,,2,,,-,,-,0,,1,,12,,8,,,-,0,,1,,6,,15,,,POINT (-92.44567750499994 31.312663324000027),,LOUISIANA
KENTUCKY,2014,48,,-,0,,5,,43,,39,,,-,0,,2,,10,,9,,,-,0,,1,,3,,1,,,POINT (-84.77496771599994 37.64597313300004),,KENTUCKY
NORTH CAROLINA,2014,48,2,,0,,78,,149,,153,,,-,0,,8,,35,,22,,,-,0,,3,,11,,10,,,POINT (-79.15924997399998 35.466220159000045),,NORTH CAROLINA
VIRGINIA,2014,48,,-,14,,267,,992,,931,,,-,1,,5,,66,,67,,,-,0,,2,,8,,6,,,POINT (-78.45788932099998 37.542680705000066),,VIRGINIA
SOUTH CAROLINA,2014,48,,-,0,,3,,31,,40,,,-,0,,1,,5,,9,,,-,0,,1,,2,,3,,,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA
PENNSYLVANIA,2014,48,33,,72,,596,,7354,,5578,,,-,1,,5,,71,,66,,,-,0,,2,,12,,22,,,POINT (-77.86069690799997 40.79373362300004),,PENNSYLVANIA
UTAH,2014,48,,-,0,,2,,8,,15,,,-,0,,1,,4,,7,,,-,0,,1,,1,,7,,,POINT (-111.58712831499997 39.36070123200005),,UTAH
WYOMING,2014,48,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,POINT (-108.10982701399996 43.23554100600006),,WYOMING
ILLINOIS,2014,48,,-,1,,20,,175,,337,,,-,0,,4,,37,,64,,,-,0,,2,,11,,10,,,POINT (-88.99770922699997 40.48501223300008),,ILLINOIS
IOWA,2014,48,,-,1,,20,,184,,244,,,-,0,,2,,11,,12,,,-,0,,1,,2,,1,,,POINT (-93.81648725599996 42.469401411000035),,IOWA
CONNECTICUT,2014,48,,-,17,,169,,1965,,2882,,,-,0,,2,,8,,18,,,-,0,,1,,1,,2,,,POINT (-72.64983977999998 41.56266070000004),,CONNECTICUT
TENNESSEE,2014,48,,-,0,,3,,17,,22,,,-,0,,2,,17,,18,,,-,0,,1,,6,,5,,,POINT (-85.77448666899994 35.68094072700006),,TENNESSEE
MASSACHUSETTS,2014,48,,-,38,,362,,4053,,5189,,,-,1,,5,,48,,69,,,-,0,,1,,10,,11,,,POINT (-72.08268726299997 42.27687400000008),,MASSACHUSETTS
GEORGIA,2014,48,,-,0,,3,,3,,8,,,-,1,,5,,74,,64,,,-,0,,2,,12,,12,,,POINT (-83.62757885599996 32.839683200000024),,GEORGIA
CALIFORNIA,2014,48,,-,0,,2,,14,,112,,,-,1,,5,,62,,95,,,-,1,,5,,53,,107,,,POINT (-120.99999644699994 37.63864210000003),,CALIFORNIA
DELAWARE,2014,48,3,,6,,24,,381,,491,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,,POINT (-75.57773597599999 39.00883389200004),,DELAWARE
OHIO,2014,48,,-,1,,10,,108,,91,,,-,1,,3,,36,,26,,1,,0,,2,,11,,9,,,POINT (-82.40425667899996 40.060212455000055),,OHIO
PUERTO RICO,2014,48,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,,POINT (-66.49988980099994 18.24828934900006),,PUERTO RICO
WASHINGTON,2014,48,,-,0,,4,,12,,14,,2,,0,,3,,37,,26,,,-,0,,4,,11,,13,,,POINT (-120.47002813699999 47.52228790000004),,WASHINGTON
INDIANA,2014,48,,-,0,,11,,72,,108,,,-,0,,3,,17,,18,,,-,0,,1,,4,,14,,,POINT (-86.14995579899966 39.76691072200049),,INDIANA
MICHIGAN,2014,48,1,,1,,13,,125,,164,,,-,0,,2,,12,,19,,,-,0,,2,,11,,4,,,POINT (-84.71438555599997 44.66132238800003),,MICHIGAN
MARYLAND,2014,48,2,,14,,62,,985,,1158,,,-,2,,8,,126,,139,,,-,0,,1,,6,,3,,,POINT (-76.60925984299996 39.290582950000044),,MARYLAND
VERMONT,2014,48,1,,8,,48,,543,,883,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,,POINT (-72.51763667599994 43.62538389600007),,VERMONT
ALASKA,2014,48,,-,0,,2,,6,,14,,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,,POINT (-147.72205958799998 64.84507799500005),,ALASKA
FLORIDA,2014,48,3,,2,,12,,127,,124,,1,,1,,4,,46,,50,,1,,1,,4,,47,,54,,,POINT (-81.92895768899996 28.932042722000062),,FLORIDA
COLORADO,2014,48,,-,0,,0,,,-,,-,,-,0,,3,,7,,31,,,-,0,,1,,3,,9,,,POINT (-106.13360911499996 38.84384342200008),,COLORADO
ARKANSAS,2014,48,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,6,,,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS
NEVADA,2014,48,,-,0,,2,,6,,13,,,-,0,,2,,9,,7,,,-,0,,1,,2,,1,,,POINT (-117.07183885899997 39.49324221300003),,NEVADA
RHODE ISLAND,2014,48,,-,7,,81,,640,,643,,,-,0,,3,,17,,11,,,-,0,,1,,1,,1,,,POINT (-71.52246566099996 41.70828106100004),,RHODE ISLAND
NEW YORK,2014,48,34,,41,,226,,2749,,3553,,,-,1,,4,,58,,53,,,-,0,,3,,8,,21,,,POINT (-75.54396609999998 42.82700376100007),,NEW YORK
SOUTH DAKOTA,2014,48,,-,0,,1,,2,,4,,1,,0,,1,,4,,7,,,-,0,,1,,2,,4,,,POINT (-100.37352915599996 44.35313004200003),,SOUTH DAKOTA
MINNESOTA,2014,48,,-,0,,14,,3,,2308,,,-,0,,2,,2,,63,,,-,0,,2,,5,,12,,,POINT (-94.79419983199995 46.35564896600005),,MINNESOTA
ALABAMA,2014,48,,-,0,,7,,56,,23,,,-,0,,3,,13,,2,,,-,0,,1,,6,,3,,,POINT (-86.63185738799996 32.84057234800002),,ALABAMA
MISSOURI,2014,48,,-,0,,2,,11,,3,,,-,0,,1,,13,,5,,,-,0,,1,,8,,10,,,POINT (-92.56629944499997 38.63579147100006),,MISSOURI
TEXAS,2014,48,,-,0,,11,,28,,68,,,-,1,,19,,90,,67,,,-,0,,5,,17,,25,,,POINT (-99.42676785299994 31.827240467000024),,TEXAS
WISCONSIN,2014,48,,-,9,,97,,1099,,1849,,,-,0,,2,,6,,10,,,-,0,,1,,7,,13,,,POINT (-89.81636640199997 44.39319064600005),,WISCONSIN
MAINE,2014,48,,-,14,,89,,1221,,1321,,,-,0,,1,,6,,9,,,-,0,,1,,1,,3,,,POINT (-68.98502586699993 45.25422910300006),,MAINE
IDAHO,2014,48,,-,0,,1,,8,,19,,,-,0,,1,,3,,5,,1,,0,,1,,5,,4,,,POINT (-114.36372693399994 43.68263174800006),,IDAHO
ARIZONA,2014,48,,-,0,,5,,18,,32,,,-,0,,3,,19,,31,,,-,0,,2,,9,,11,,,POINT (-111.76380664699997 34.86597351900008),,ARIZONA
NEW YORK CITY,2014,48,3,,3,,441,,743,,731,,1,,3,,16,,181,,183,,,-,0,,2,,10,,16,,,POINT (-74.00596858999995 40.71426755700003),,NEW YORK CITY
NORTH DAKOTA,2014,48,,-,0,,2,,14,,29,,,-,0,,1,,9,,3,,,-,0,,1,,2,,3,,,POINT (-100.11842789099995 47.475318609000055),,NORTH DAKOTA
UNITED STATES,2014,49,110,,348,,1774,,27659,,35110,,13,,26,,51,,1338,,1492,,2,,7,,24,,366,,518,,,,,
NEW ENGLAND,2014,49,3,,95,,672,,9084,,12676,,,-,2,,7,,90,,124,,,-,0,,3,,13,,22,,,,,
CONNECTICUT,2014,49,,-,17,,169,,1965,,2897,,,-,0,,2,,8,,19,,,-,0,,1,,1,,2,,,,,CONNECTICUT
MASSACHUSETTS,2014,49,,-,38,,362,,4053,,5225,,,-,1,,5,,48,,70,,,-,0,,1,,10,,11,,,,,MASSACHUSETTS
NEW HAMPSHIRE,2014,49,,-,6,,61,,613,,1677,,,-,0,,2,,7,,9,,,-,0,,0,,,-,2,,,,,NEW HAMPSHIRE
RHODE ISLAND,2014,49,,-,7,,81,,640,,660,,,-,0,,3,,17,,11,,,-,0,,1,,1,,1,,,,,RHODE ISLAND
VERMONT,2014,49,3,,8,,48,,564,,885,,,-,0,,2,,4,,5,,,-,0,,1,,,-,3,,,,,VERMONT
MID. ATLANTIC,2014,49,99,,176,,910,,13619,,13671,,5,,7,,23,,384,,395,,1,,1,,3,,39,,77,,,,,
NEW JERSEY,2014,49,,-,33,,179,,2613,,3717,,,-,1,,5,,70,,89,,,-,0,,1,,8,,18,,,,,NEW JERSEY
NEW YORK,2014,49,56,,41,,226,,2776,,3586,,,-,1,,4,,58,,54,,,-,0,,3,,8,,21,,,,,NEW YORK
NEW YORK CITY,2014,49,3,,3,,441,,746,,736,,4,,3,,16,,184,,184,,1,,0,,2,,11,,16,,,,,NEW YORK CITY
PENNSYLVANIA,2014,49,40,,77,,598,,7484,,5632,,1,,1,,5,,72,,68,,,-,0,,2,,12,,22,,,,,PENNSYLVANIA
E.N. CENTRAL,2014,49,1,,13,,128,,1589,,2560,,,-,2,,8,,109,,138,,,-,1,,4,,44,,50,,,,,
ILLINOIS,2014,49,,-,1,,20,,175,,337,,,-,0,,4,,38,,64,,,-,0,,2,,11,,10,,,,,ILLINOIS
INDIANA,2014,49,,-,0,,11,,75,,109,,,-,0,,3,,17,,18,,,-,0,,1,,4,,14,,,,,INDIANA
MICHIGAN,2014,49,,-,2,,13,,129,,166,,,-,0,,2,,12,,19,,,-,0,,2,,11,,4,,,,,MICHIGAN
OHIO,2014,49,1,,1,,10,,111,,92,,,-,1,,3,,36,,27,,,-,0,,2,,11,,9,,,,,OHIO
WISCONSIN,2014,49,,-,9,,97,,1099,,1856,,,-,0,,2,,6,,10,,,-,0,,1,,7,,13,,,,,WISCONSIN
W.N. CENTRAL,2014,49,1,,3,,22,,251,,2638,,1,,1,,4,,60,,105,,,-,0,,3,,20,,38,,,,,
IOWA,2014,49,,-,1,,20,,188,,246,,,-,0,,2,,12,,12,,,-,0,,1,,2,,1,,,,,IOWA
KANSAS,2014,49,,-,0,,2,,15,,34,,,-,0,,2,,9,,8,,,-,0,,1,,1,,3,,,,,KANSAS
MINNESOTA,2014,49,,-,0,,14,,3,,2312,,,-,0,,2,,2,,64,,,-,0,,1,,5,,12,,,,,MINNESOTA
MISSOURI,2014,49,1,,0,,2,,12,,3,,,-,0,,1,,14,,5,,,-,0,,1,,8,,10,,,,,MISSOURI
NEBRASKA,2014,49,,-,0,,4,,16,,10,,,-,0,,2,,9,,6,,,-,0,,0,,,-,5,,,,,NEBRASKA
NORTH DAKOTA,2014,49,,-,0,,2,,15,,29,,,-,0,,1,,9,,3,,,-,0,,1,,2,,3,,,,,NORTH DAKOTA
SOUTH DAKOTA,2014,49,,-,0,,1,,2,,4,,1,,0,,1,,5,,7,,,-,0,,1,,2,,4,,,,,SOUTH DAKOTA
S. ATLANTIC,2014,49,6,,43,,309,,2831,,3122,,6,,7,,18,,370,,384,,1,,2,,6,,91,,93,,,,,
DELAWARE,2014,49,4,,6,,24,,385,,495,,,-,0,,1,,2,,9,,,-,0,,1,,1,,2,,,,,DELAWARE
DIST. OF COL.,2014,49,,-,0,,4,,23,,35,,,-,0,,2,,8,,12,,,-,0,,1,,1,,,-,,,,DIST. OF COL.
FLORIDA,2014,49,2,,2,,12,,129,,130,,3,,1,,4,,49,,53,,1,,1,,4,,49,,55,,,,,FLORIDA
GEORGIA,2014,49,,-,0,,3,,3,,8,,,-,1,,5,,74,,64,,,-,0,,2,,12,,12,,,,,GEORGIA
MARYLAND,2014,49,,-,14,,62,,997,,1176,,3,,2,,8,,129,,145,,,-,0,,1,,6,,3,,,,,MARYLAND
NORTH CAROLINA,2014,49,,-,0,,78,,149,,153,,,-,0,,8,,35,,22,,,-,0,,3,,11,,10,,,,,NORTH CAROLINA
SOUTH CAROLINA,2014,49,,-,0,,3,,31,,40,,,-,0,,1,,5,,9,,,-,0,,1,,2,,3,,,,,SOUTH CAROLINA
VIRGINIA,2014,49,,-,14,,267,,992,,947,,,-,1,,5,,66,,68,,,-,0,,2,,8,,6,,,,,VIRGINIA
WEST VIRGINIA,2014,49,,-,1,,14,,122,,138,,,-,0,,1,,2,,2,,,-,0,,1,,1,,2,,,,,WEST VIRGINIA
E.S. CENTRAL,2014,49,,-,2,,10,,119,,85,,,-,1,,5,,41,,33,,,-,0,,2,,16,,14,,,,,
ALABAMA,2014,49,,-,0,,7,,57,,23,,,-,0,,3,,13,,2,,,-,0,,1,,6,,3,,,,,ALABAMA
KENTUCKY,2014,49,,-,0,,5,,43,,39,,,-,0,,2,,10,,9,,,-,0,,1,,3,,1,,,,,KENTUCKY
