Country,calendar_start_date,calendar_end_date,Year,dengue_total
BARBADOS,8/30/2020,9/5/2020,2020,2
BARBADOS,9/6/2020,9/12/2020,2020,6
BARBADOS,9/13/2020,9/19/2020,2020,5
BARBADOS,9/20/2020,9/26/2020,2020,14
BARBADOS,9/27/2020,10/3/2020,2020,88
BARBADOS,10/4/2020,10/10/2020,2020,30
BARBADOS,10/11/2020,10/17/2020,2020,20
BARBADOS,10/18/2020,10/24/2020,2020,25
BARBADOS,10/25/2020,10/31/2020,2020,65
BARBADOS,11/1/2020,11/7/2020,2020,34
BARBADOS,11/8/2020,11/14/2020,2020,90
BARBADOS,11/15/2020,11/21/2020,2020,79
BARBADOS,11/22/2020,11/28/2020,2020,139
BARBADOS,11/29/2020,12/5/2020,2020,117
BARBADOS,12/6/2020,12/12/2020,2020,120
BARBADOS,12/13/2020,12/19/2020,2020,121
BARBADOS,12/20/2020,12/26/2020,2020,93
BARBADOS,12/27/2020,1/2/2021,2020,129
BARBADOS,1/3/2021,1/9/2021,2021,115
BARBADOS,1/10/2021,1/16/2021,2021,71
BARBADOS,1/17/2021,1/23/2021,2021,20
BARBADOS,1/24/2021,1/30/2021,2021,16
BARBADOS,1/31/2021,2/6/2021,2021,37
BARBADOS,2/7/2021,2/13/2021,2021,43
BARBADOS,2/14/2021,2/20/2021,2021,5
BARBADOS,2/21/2021,2/27/2021,2021,5
BARBADOS,2/28/2021,3/6/2021,2021,35
BARBADOS,3/7/2021,3/13/2021,2021,4
BARBADOS,3/14/2021,3/20/2021,2021,18
BARBADOS,3/21/2021,3/27/2021,2021,1
BARBADOS,3/28/2021,4/3/2021,2021,4
BARBADOS,4/4/2021,4/10/2021,2021,1
BARBADOS,4/11/2021,4/17/2021,2021,0
BARBADOS,4/18/2021,4/24/2021,2021,1
BARBADOS,4/25/2021,5/1/2021,2021,1
BARBADOS,5/2/2021,5/8/2021,2021,2
BARBADOS,5/9/2021,5/15/2021,2021,0
BARBADOS,5/16/2021,5/22/2021,2021,3
BARBADOS,5/23/2021,5/29/2021,2021,1
BARBADOS,5/30/2021,6/5/2021,2021,3
BARBADOS,6/6/2021,6/12/2021,2021,3
BARBADOS,6/13/2021,6/19/2021,2021,2
BARBADOS,6/20/2021,6/26/2021,2021,6
BARBADOS,6/27/2021,7/3/2021,2021,5
BARBADOS,7/4/2021,7/10/2021,2021,2
BARBADOS,7/11/2021,7/17/2021,2021,1
BARBADOS,7/18/2021,7/24/2021,2021,0
BARBADOS,7/25/2021,7/31/2021,2021,0
BARBADOS,8/1/2021,8/7/2021,2021,0
BARBADOS,8/8/2021,8/14/2021,2021,5
BARBADOS,8/15/2021,8/21/2021,2021,6
BARBADOS,8/22/2021,8/28/2021,2021,0
BARBADOS,8/29/2021,9/4/2021,2021,4
BARBADOS,9/5/2021,9/11/2021,2021,2
BARBADOS,9/12/2021,9/18/2021,2021,3
BARBADOS,9/19/2021,9/25/2021,2021,4
BARBADOS,9/26/2021,10/2/2021,2021,6
BARBADOS,10/3/2021,10/9/2021,2021,4
BARBADOS,10/10/2021,10/16/2021,2021,4
BARBADOS,10/17/2021,10/23/2021,2021,1
BARBADOS,10/24/2021,10/30/2021,2021,1
BARBADOS,10/31/2021,11/6/2021,2021,2
BARBADOS,11/7/2021,11/13/2021,2021,0
BARBADOS,11/14/2021,11/20/2021,2021,0
BARBADOS,11/21/2021,11/27/2021,2021,0
BARBADOS,11/28/2021,12/4/2021,2021,0
BARBADOS,12/5/2021,12/11/2021,2021,0
BARBADOS,12/12/2021,12/18/2021,2021,0
BARBADOS,12/19/2021,12/25/2021,2021,0
BARBADOS,12/26/2021,1/1/2022,2021,1
BARBADOS,1/2/2022,1/8/2022,2022,1
BARBADOS,1/9/2022,1/15/2022,2022,2
BARBADOS,1/16/2022,1/22/2022,2022,0
BARBADOS,1/23/2022,1/29/2022,2022,1
BARBADOS,1/30/2022,2/5/2022,2022,0
BARBADOS,2/6/2022,2/12/2022,2022,2
BARBADOS,2/13/2022,2/19/2022,2022,0
BARBADOS,2/20/2022,2/26/2022,2022,3
BARBADOS,2/27/2022,3/5/2022,2022,3
BARBADOS,3/6/2022,3/12/2022,2022,0
BARBADOS,3/13/2022,3/19/2022,2022,1
BARBADOS,3/20/2022,3/26/2022,2022,1
BARBADOS,3/27/2022,4/2/2022,2022,1
BARBADOS,4/3/2022,4/9/2022,2022,0
BARBADOS,4/10/2022,4/16/2022,2022,0
BARBADOS,4/17/2022,4/23/2022,2022,0
BARBADOS,4/24/2022,4/30/2022,2022,0
BARBADOS,5/1/2022,5/7/2022,2022,0
BARBADOS,5/8/2022,5/14/2022,2022,0
BARBADOS,5/15/2022,5/21/2022,2022,0
BARBADOS,5/22/2022,5/28/2022,2022,0
BARBADOS,9/11/2022,9/17/2022,2022,11
BARBADOS,9/18/2022,9/24/2022,2022,4
BARBADOS,9/25/2022,10/1/2022,2022,11
BARBADOS,10/2/2022,10/8/2022,2022,9
BARBADOS,10/9/2022,10/15/2022,2022,11
BARBADOS,10/16/2022,10/22/2022,2022,9
BARBADOS,10/23/2022,10/29/2022,2022,7
BARBADOS,10/30/2022,11/5/2022,2022,8
BARBADOS,11/6/2022,11/12/2022,2022,11
BARBADOS,11/13/2022,11/19/2022,2022,4
BELIZE,5/3/2020,5/9/2020,2020,28
BELIZE,5/10/2020,5/16/2020,2020,36
BELIZE,5/17/2020,5/23/2020,2020,31
BELIZE,5/24/2020,5/30/2020,2020,22
BELIZE,5/31/2020,6/6/2020,2020,20
BELIZE,6/7/2020,6/13/2020,2020,20
BELIZE,6/14/2020,6/20/2020,2020,35
BELIZE,6/21/2020,6/27/2020,2020,42
BELIZE,6/28/2020,7/4/2020,2020,44
BELIZE,7/5/2020,7/11/2020,2020,28
BELIZE,7/12/2020,7/18/2020,2020,31
BELIZE,7/19/2020,7/25/2020,2020,27
BELIZE,7/26/2020,8/1/2020,2020,24
BELIZE,8/2/2020,8/8/2020,2020,21
BELIZE,8/9/2020,8/15/2020,2020,36
BELIZE,8/16/2020,8/22/2020,2020,38
BELIZE,8/23/2020,8/29/2020,2020,22
BELIZE,8/30/2020,9/5/2020,2020,23
BELIZE,9/6/2020,9/12/2020,2020,27
BELIZE,9/13/2020,9/19/2020,2020,33
BELIZE,9/20/2020,9/26/2020,2020,40
BELIZE,9/27/2020,10/3/2020,2020,42
BELIZE,10/4/2020,10/10/2020,2020,49
BELIZE,10/11/2020,10/17/2020,2020,33
BELIZE,10/18/2020,10/24/2020,2020,52
BELIZE,10/25/2020,10/31/2020,2020,47
BELIZE,11/1/2020,11/7/2020,2020,39
BELIZE,11/8/2020,11/14/2020,2020,45
BELIZE,11/15/2020,11/21/2020,2020,55
BELIZE,11/22/2020,11/28/2020,2020,39
BELIZE,11/29/2020,12/5/2020,2020,31
BELIZE,12/6/2020,12/12/2020,2020,45
BELIZE,12/13/2020,12/19/2020,2020,37
BELIZE,12/20/2020,12/26/2020,2020,42
BELIZE,12/27/2020,1/2/2021,2020,43
BELIZE,1/3/2021,1/9/2021,2021,49
BELIZE,1/10/2021,1/16/2021,2021,37
BELIZE,1/17/2021,1/23/2021,2021,46
BELIZE,1/24/2021,1/30/2021,2021,41
BELIZE,1/31/2021,2/6/2021,2021,32
BELIZE,2/7/2021,2/13/2021,2021,63
BELIZE,2/14/2021,2/20/2021,2021,68
BELIZE,2/21/2021,2/27/2021,2021,63
BELIZE,2/28/2021,3/6/2021,2021,128
BELIZE,3/7/2021,3/13/2021,2021,79
BELIZE,3/14/2021,3/20/2021,2021,53
BELIZE,3/21/2021,3/27/2021,2021,57
BELIZE,3/28/2021,4/3/2021,2021,54
BELIZE,4/4/2021,4/10/2021,2021,54
BELIZE,4/11/2021,4/17/2021,2021,80
BELIZE,4/18/2021,4/24/2021,2021,68
BELIZE,4/25/2021,5/1/2021,2021,69
BELIZE,5/2/2021,5/8/2021,2021,68
BELIZE,5/9/2021,5/15/2021,2021,54
BELIZE,5/16/2021,5/22/2021,2021,40
BELIZE,5/23/2021,5/29/2021,2021,39
BELIZE,5/30/2021,6/5/2021,2021,9
BELIZE,1/2/2022,1/8/2022,2022,0
BELIZE,1/9/2022,1/15/2022,2022,0
BELIZE,1/16/2022,1/22/2022,2022,0
BELIZE,1/23/2022,1/29/2022,2022,0
BELIZE,1/30/2022,2/5/2022,2022,0
BELIZE,2/6/2022,2/12/2022,2022,0
BELIZE,2/13/2022,2/19/2022,2022,0
BELIZE,2/20/2022,2/26/2022,2022,0
BELIZE,2/27/2022,3/5/2022,2022,0
BELIZE,3/6/2022,3/12/2022,2022,0
BELIZE,3/13/2022,3/19/2022,2022,0
BELIZE,3/20/2022,3/26/2022,2022,0
BELIZE,3/27/2022,4/2/2022,2022,0
BELIZE,4/3/2022,4/9/2022,2022,0
BELIZE,4/10/2022,4/16/2022,2022,0
BELIZE,4/17/2022,4/23/2022,2022,0
BERMUDA,5/3/2020,5/9/2020,2020,0
BERMUDA,5/10/2020,5/16/2020,2020,0
BERMUDA,5/17/2020,5/23/2020,2020,0
BERMUDA,5/24/2020,5/30/2020,2020,0
BERMUDA,5/31/2020,6/6/2020,2020,0
BERMUDA,6/7/2020,6/13/2020,2020,0
BERMUDA,6/14/2020,6/20/2020,2020,0
BERMUDA,6/21/2020,6/27/2020,2020,0
BERMUDA,6/28/2020,7/4/2020,2020,0
BERMUDA,7/5/2020,7/11/2020,2020,0
BERMUDA,7/12/2020,7/18/2020,2020,0
BERMUDA,7/19/2020,7/25/2020,2020,0
BERMUDA,7/26/2020,8/1/2020,2020,0
BERMUDA,8/2/2020,8/8/2020,2020,0
BERMUDA,8/9/2020,8/15/2020,2020,0
BERMUDA,8/16/2020,8/22/2020,2020,0
BERMUDA,8/23/2020,8/29/2020,2020,0
BERMUDA,8/30/2020,9/5/2020,2020,0
BERMUDA,9/6/2020,9/12/2020,2020,0
BERMUDA,9/13/2020,9/19/2020,2020,0
BERMUDA,9/20/2020,9/26/2020,2020,0
BERMUDA,9/27/2020,10/3/2020,2020,0
BERMUDA,10/4/2020,10/10/2020,2020,0
BERMUDA,10/11/2020,10/17/2020,2020,0
BERMUDA,10/18/2020,10/24/2020,2020,0
BERMUDA,10/25/2020,10/31/2020,2020,0
BERMUDA,11/1/2020,11/7/2020,2020,0
BERMUDA,11/8/2020,11/14/2020,2020,0
BERMUDA,11/15/2020,11/21/2020,2020,0
BERMUDA,11/22/2020,11/28/2020,2020,0
BERMUDA,11/29/2020,12/5/2020,2020,0
BERMUDA,12/6/2020,12/12/2020,2020,0
BERMUDA,12/13/2020,12/19/2020,2020,0
BERMUDA,12/20/2020,12/26/2020,2020,0
BERMUDA,12/27/2020,1/2/2021,2020,0
BERMUDA,1/3/2021,1/9/2021,2021,0
BERMUDA,1/10/2021,1/16/2021,2021,0
BERMUDA,1/17/2021,1/23/2021,2021,0
BERMUDA,1/24/2021,1/30/2021,2021,0
BERMUDA,1/31/2021,2/6/2021,2021,0
BERMUDA,2/7/2021,2/13/2021,2021,0
BERMUDA,2/14/2021,2/20/2021,2021,0
BERMUDA,2/21/2021,2/27/2021,2021,0
BERMUDA,2/28/2021,3/6/2021,2021,0
BERMUDA,3/7/2021,3/13/2021,2021,0
BERMUDA,3/14/2021,3/20/2021,2021,0
BERMUDA,3/21/2021,3/27/2021,2021,0
BERMUDA,3/28/2021,4/3/2021,2021,0
BERMUDA,4/4/2021,4/10/2021,2021,0
BERMUDA,4/11/2021,4/17/2021,2021,0
BERMUDA,4/18/2021,4/24/2021,2021,0
BERMUDA,4/25/2021,5/1/2021,2021,0
BERMUDA,5/2/2021,5/8/2021,2021,0
BERMUDA,5/9/2021,5/15/2021,2021,0
BERMUDA,5/16/2021,5/22/2021,2021,0
BERMUDA,5/23/2021,5/29/2021,2021,0
BERMUDA,5/30/2021,6/5/2021,2021,0
BERMUDA,6/6/2021,6/12/2021,2021,0
BERMUDA,6/13/2021,6/19/2021,2021,0
BERMUDA,6/20/2021,6/26/2021,2021,0
BERMUDA,6/27/2021,7/3/2021,2021,0
BERMUDA,7/4/2021,7/10/2021,2021,0
BERMUDA,7/11/2021,7/17/2021,2021,0
BERMUDA,7/18/2021,7/24/2021,2021,0
BERMUDA,7/25/2021,7/31/2021,2021,0
BERMUDA,8/1/2021,8/7/2021,2021,0
BERMUDA,8/8/2021,8/14/2021,2021,0
BERMUDA,8/15/2021,8/21/2021,2021,0
BERMUDA,8/22/2021,8/28/2021,2021,0
BERMUDA,8/29/2021,9/4/2021,2021,0
BERMUDA,9/5/2021,9/11/2021,2021,0
BERMUDA,9/12/2021,9/18/2021,2021,0
BERMUDA,9/19/2021,9/25/2021,2021,0
BERMUDA,9/26/2021,10/2/2021,2021,0
BERMUDA,10/3/2021,10/9/2021,2021,0
BERMUDA,10/10/2021,10/16/2021,2021,0
BERMUDA,10/17/2021,10/23/2021,2021,0
BERMUDA,10/24/2021,10/30/2021,2021,0
BERMUDA,10/31/2021,11/6/2021,2021,0
BERMUDA,11/7/2021,11/13/2021,2021,0
BERMUDA,11/14/2021,11/20/2021,2021,0
BERMUDA,11/21/2021,11/27/2021,2021,0
BERMUDA,11/28/2021,12/4/2021,2021,0
BERMUDA,12/5/2021,12/11/2021,2021,0
BERMUDA,12/12/2021,12/18/2021,2021,0
BERMUDA,12/19/2021,12/25/2021,2021,0
BERMUDA,12/26/2021,1/1/2022,2021,0
BERMUDA,1/2/2022,1/8/2022,2022,0
BERMUDA,1/9/2022,1/15/2022,2022,0
BERMUDA,1/16/2022,1/22/2022,2022,0
BERMUDA,1/23/2022,1/29/2022,2022,0
BERMUDA,1/30/2022,2/5/2022,2022,0
BERMUDA,2/6/2022,2/12/2022,2022,0
BERMUDA,2/13/2022,2/19/2022,2022,0
BERMUDA,2/20/2022,2/26/2022,2022,0
BERMUDA,2/27/2022,3/5/2022,2022,0
BERMUDA,3/6/2022,3/12/2022,2022,0
BERMUDA,3/13/2022,3/19/2022,2022,0
BERMUDA,3/20/2022,3/26/2022,2022,0
BERMUDA,3/27/2022,4/2/2022,2022,0
BERMUDA,4/3/2022,4/9/2022,2022,0
BERMUDA,4/10/2022,4/16/2022,2022,0
BERMUDA,4/17/2022,4/23/2022,2022,0
BERMUDA,4/24/2022,4/30/2022,2022,0
BERMUDA,5/1/2022,5/7/2022,2022,0
BERMUDA,5/8/2022,5/14/2022,2022,0
BERMUDA,5/15/2022,5/21/2022,2022,0
BERMUDA,5/22/2022,5/28/2022,2022,0
BERMUDA,5/29/2022,6/4/2022,2022,0
BERMUDA,6/5/2022,6/11/2022,2022,0
BERMUDA,6/12/2022,6/18/2022,2022,0
BERMUDA,6/19/2022,6/25/2022,2022,0
BERMUDA,6/26/2022,7/2/2022,2022,0
BERMUDA,7/3/2022,7/9/2022,2022,0
BERMUDA,7/10/2022,7/16/2022,2022,0
BERMUDA,7/17/2022,7/23/2022,2022,0
BERMUDA,7/24/2022,7/30/2022,2022,0
BERMUDA,7/31/2022,8/6/2022,2022,0
BERMUDA,8/7/2022,8/13/2022,2022,0
BERMUDA,8/14/2022,8/20/2022,2022,0
BERMUDA,8/21/2022,8/27/2022,2022,0
BERMUDA,8/28/2022,9/3/2022,2022,0
BERMUDA,9/11/2022,9/17/2022,2022,0
BERMUDA,9/18/2022,9/24/2022,2022,0
BERMUDA,9/25/2022,10/1/2022,2022,0
BERMUDA,10/2/2022,10/8/2022,2022,0
BERMUDA,10/9/2022,10/15/2022,2022,0
BERMUDA,10/16/2022,10/22/2022,2022,0
BERMUDA,10/23/2022,10/29/2022,2022,0
BERMUDA,10/30/2022,11/5/2022,2022,0
BERMUDA,11/6/2022,11/12/2022,2022,0
BERMUDA,11/13/2022,11/19/2022,2022,0
BERMUDA,11/20/2022,11/26/2022,2022,0
BERMUDA,11/27/2022,12/3/2022,2022,0
BERMUDA,12/4/2022,12/10/2022,2022,0
BERMUDA,12/11/2022,12/17/2022,2022,0
BERMUDA,12/18/2022,12/24/2022,2022,0
BERMUDA,12/25/2022,12/31/2022,2022,0
BHUTAN,1/1/2021,12/31/2021,2021,5
BOLIVIA,5/3/2020,5/9/2020,2020,1045
BOLIVIA,5/10/2020,5/16/2020,2020,863
BOLIVIA,5/17/2020,5/23/2020,2020,655
BOLIVIA,5/24/2020,5/30/2020,2020,436
BOLIVIA,5/31/2020,6/6/2020,2020,288
BOLIVIA,6/7/2020,6/13/2020,2020,173
BOLIVIA,6/14/2020,6/20/2020,2020,134
BOLIVIA,6/21/2020,6/27/2020,2020,85
BOLIVIA,6/28/2020,7/4/2020,2020,63
BOLIVIA,7/5/2020,7/11/2020,2020,56
BOLIVIA,7/12/2020,7/18/2020,2020,51
BOLIVIA,7/19/2020,7/25/2020,2020,72
BOLIVIA,7/26/2020,8/1/2020,2020,43
BOLIVIA,8/2/2020,8/8/2020,2020,31
BOLIVIA,8/9/2020,8/15/2020,2020,36
BOLIVIA,8/16/2020,8/22/2020,2020,38
BOLIVIA,8/23/2020,8/29/2020,2020,48
BOLIVIA,8/30/2020,9/5/2020,2020,48
BOLIVIA,9/6/2020,9/12/2020,2020,38
BOLIVIA,9/13/2020,9/19/2020,2020,36
BOLIVIA,9/20/2020,9/26/2020,2020,41
BOLIVIA,9/27/2020,10/3/2020,2020,54
BOLIVIA,10/4/2020,10/10/2020,2020,55
BOLIVIA,10/11/2020,10/17/2020,2020,71
BOLIVIA,10/18/2020,10/24/2020,2020,113
BOLIVIA,10/25/2020,10/31/2020,2020,95
BOLIVIA,11/1/2020,11/7/2020,2020,106
BOLIVIA,11/8/2020,11/14/2020,2020,136
BOLIVIA,11/15/2020,11/21/2020,2020,149
BOLIVIA,11/22/2020,11/28/2020,2020,209
BOLIVIA,11/29/2020,12/5/2020,2020,215
BOLIVIA,12/6/2020,12/12/2020,2020,275
BOLIVIA,12/13/2020,12/19/2020,2020,334
BOLIVIA,12/20/2020,12/26/2020,2020,264
BOLIVIA,12/27/2020,1/2/2021,2020,261
BOLIVIA,1/3/2021,1/9/2021,2021,223
BOLIVIA,1/10/2021,1/16/2021,2021,340
BOLIVIA,1/17/2021,1/23/2021,2021,297
BOLIVIA,1/24/2021,1/30/2021,2021,307
BOLIVIA,1/31/2021,2/6/2021,2021,232
BOLIVIA,2/7/2021,2/13/2021,2021,271
BOLIVIA,2/14/2021,2/20/2021,2021,229
BOLIVIA,2/21/2021,2/27/2021,2021,273
BOLIVIA,2/28/2021,3/6/2021,2021,305
BOLIVIA,3/7/2021,3/13/2021,2021,350
BOLIVIA,3/14/2021,3/20/2021,2021,350
BOLIVIA,3/21/2021,3/27/2021,2021,344
BOLIVIA,3/28/2021,4/3/2021,2021,254
BOLIVIA,4/4/2021,4/10/2021,2021,244
BOLIVIA,4/11/2021,4/17/2021,2021,269
BOLIVIA,4/18/2021,4/24/2021,2021,280
BOLIVIA,4/25/2021,5/1/2021,2021,267
BOLIVIA,5/2/2021,5/8/2021,2021,193
BOLIVIA,5/9/2021,5/15/2021,2021,166
BOLIVIA,5/16/2021,5/22/2021,2021,151
BOLIVIA,5/23/2021,5/29/2021,2021,103
BOLIVIA,5/30/2021,6/5/2021,2021,69
BOLIVIA,6/6/2021,6/12/2021,2021,116
BOLIVIA,6/13/2021,6/19/2021,2021,89
BOLIVIA,6/20/2021,6/26/2021,2021,88
BOLIVIA,6/27/2021,7/3/2021,2021,61
BOLIVIA,7/4/2021,7/10/2021,2021,69
BOLIVIA,7/11/2021,7/17/2021,2021,103
BOLIVIA,7/18/2021,7/24/2021,2021,67
BOLIVIA,7/25/2021,7/31/2021,2021,98
BOLIVIA,8/1/2021,8/7/2021,2021,69
BOLIVIA,8/8/2021,8/14/2021,2021,69
BOLIVIA,8/15/2021,8/21/2021,2021,72
BOLIVIA,8/22/2021,8/28/2021,2021,41
BOLIVIA,8/29/2021,9/4/2021,2021,45
BOLIVIA,9/5/2021,9/11/2021,2021,57
BOLIVIA,9/12/2021,9/18/2021,2021,70
BOLIVIA,9/19/2021,9/25/2021,2021,27
BOLIVIA,9/26/2021,10/2/2021,2021,81
BOLIVIA,10/3/2021,10/9/2021,2021,76
BOLIVIA,10/10/2021,10/16/2021,2021,98
BOLIVIA,10/17/2021,10/23/2021,2021,85
BOLIVIA,10/24/2021,10/30/2021,2021,120
BOLIVIA,10/31/2021,11/6/2021,2021,130
BOLIVIA,11/7/2021,11/13/2021,2021,141
BOLIVIA,11/14/2021,11/20/2021,2021,124
BOLIVIA,11/21/2021,11/27/2021,2021,195
BOLIVIA,11/28/2021,12/4/2021,2021,234
BOLIVIA,12/5/2021,12/11/2021,2021,171
BOLIVIA,12/12/2021,12/18/2021,2021,212
BOLIVIA,12/19/2021,12/25/2021,2021,301
BOLIVIA,12/26/2021,1/1/2022,2021,321
BOLIVIA,1/2/2022,1/8/2022,2022,308
BOLIVIA,1/9/2022,1/15/2022,2022,248
BOLIVIA,1/16/2022,1/22/2022,2022,209
BOLIVIA,1/23/2022,1/29/2022,2022,156
BOLIVIA,1/30/2022,2/5/2022,2022,166
BOLIVIA,2/6/2022,2/12/2022,2022,262
BOLIVIA,2/13/2022,2/19/2022,2022,348
BOLIVIA,2/20/2022,2/26/2022,2022,348
BOLIVIA,2/27/2022,3/5/2022,2022,323
BOLIVIA,3/6/2022,3/12/2022,2022,439
BOLIVIA,3/13/2022,3/19/2022,2022,528
BOLIVIA,3/20/2022,3/26/2022,2022,495
BOLIVIA,3/27/2022,4/2/2022,2022,499
BOLIVIA,4/3/2022,4/9/2022,2022,431
BOLIVIA,4/10/2022,4/16/2022,2022,467
BOLIVIA,4/17/2022,4/23/2022,2022,507
BOLIVIA,4/24/2022,4/30/2022,2022,525
BOLIVIA,5/1/2022,5/7/2022,2022,362
BOLIVIA,5/8/2022,5/14/2022,2022,434
BOLIVIA,5/15/2022,5/21/2022,2022,362
BOLIVIA,5/22/2022,5/28/2022,2022,307
BOLIVIA,5/29/2022,6/4/2022,2022,223
BOLIVIA,6/5/2022,6/11/2022,2022,238
BOLIVIA,6/12/2022,6/18/2022,2022,144
BOLIVIA,6/19/2022,6/25/2022,2022,191
BOLIVIA,6/26/2022,7/2/2022,2022,174
BOLIVIA,7/3/2022,7/9/2022,2022,203
BOLIVIA,7/10/2022,7/16/2022,2022,218
BOLIVIA,7/17/2022,7/23/2022,2022,203
BOLIVIA,7/24/2022,7/30/2022,2022,188
BOLIVIA,7/31/2022,8/6/2022,2022,207
BOLIVIA,8/7/2022,8/13/2022,2022,79
BOLIVIA,9/11/2022,9/17/2022,2022,126
BOLIVIA,9/18/2022,9/24/2022,2022,121
BOLIVIA,9/25/2022,10/1/2022,2022,135
BOLIVIA,10/2/2022,10/8/2022,2022,140
BOLIVIA,10/9/2022,10/15/2022,2022,154
BOLIVIA,10/16/2022,10/22/2022,2022,182
BOLIVIA,10/23/2022,10/29/2022,2022,219
BOLIVIA,10/30/2022,11/5/2022,2022,183
BOLIVIA,11/6/2022,11/12/2022,2022,246
BOLIVIA,11/13/2022,11/19/2022,2022,336
BOLIVIA,11/20/2022,11/26/2022,2022,426
BOLIVIA,11/27/2022,12/3/2022,2022,574
BOLIVIA,12/4/2022,12/10/2022,2022,715
BOLIVIA,12/11/2022,12/17/2022,2022,924
BOLIVIA,12/18/2022,12/24/2022,2022,1206
BOLIVIA,12/25/2022,12/31/2022,2022,1557
"BONAIRE, SAINT EUSTATIUS AND SABA",5/3/2020,5/9/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",5/10/2020,5/16/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",5/17/2020,5/23/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",5/24/2020,5/30/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",5/31/2020,6/6/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",6/7/2020,6/13/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",6/14/2020,6/20/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",6/21/2020,6/27/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",6/28/2020,7/4/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",7/5/2020,7/11/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",7/12/2020,7/18/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",7/19/2020,7/25/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",7/26/2020,8/1/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",8/2/2020,8/8/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",8/9/2020,8/15/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",8/16/2020,8/22/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",8/23/2020,8/29/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",8/30/2020,9/5/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",9/6/2020,9/12/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",9/13/2020,9/19/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",9/20/2020,9/26/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",9/27/2020,10/3/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",10/4/2020,10/10/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",10/11/2020,10/17/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",10/18/2020,10/24/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",10/25/2020,10/31/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",11/1/2020,11/7/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",11/8/2020,11/14/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",11/15/2020,11/21/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",11/22/2020,11/28/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",11/29/2020,12/5/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",12/6/2020,12/12/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",12/13/2020,12/19/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",12/20/2020,12/26/2020,2020,0
"BONAIRE, SAINT EUSTATIUS AND SABA",12/27/2020,1/2/2021,2020,0
BRAZIL,5/3/2020,5/9/2020,2020,43377
BRAZIL,5/10/2020,5/16/2020,2020,38590
BRAZIL,5/17/2020,5/23/2020,2020,31967
BRAZIL,5/24/2020,5/30/2020,2020,26577
BRAZIL,5/31/2020,6/6/2020,2020,24675
BRAZIL,6/7/2020,6/13/2020,2020,22919
BRAZIL,6/14/2020,6/20/2020,2020,22838
BRAZIL,6/21/2020,6/27/2020,2020,18573
BRAZIL,6/28/2020,7/4/2020,2020,17469
BRAZIL,7/5/2020,7/11/2020,2020,16009
BRAZIL,7/12/2020,7/18/2020,2020,13529
BRAZIL,7/19/2020,7/25/2020,2020,11825
BRAZIL,7/26/2020,8/1/2020,2020,9751
BRAZIL,8/2/2020,8/8/2020,2020,8387
BRAZIL,8/9/2020,8/15/2020,2020,8570
BRAZIL,8/16/2020,8/22/2020,2020,6691
BRAZIL,8/23/2020,8/29/2020,2020,6338
BRAZIL,8/30/2020,9/5/2020,2020,6468
BRAZIL,9/6/2020,9/12/2020,2020,6596
BRAZIL,9/13/2020,9/19/2020,2020,6296
BRAZIL,9/20/2020,9/26/2020,2020,6124
BRAZIL,9/27/2020,10/3/2020,2020,6098
BRAZIL,10/4/2020,10/10/2020,2020,5634
BRAZIL,10/11/2020,10/17/2020,2020,5284
BRAZIL,10/18/2020,10/24/2020,2020,5499
