Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 1 (city),Location 1 (state),Location 2
GUAM,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.70297250000056 13.355173397000442),,GUAM,
OREGON,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,OREGON,
NORTH DAKOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA,
NEW YORK CITY,2014,3,,-,0,,5,,,-,,-,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
IDAHO,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.682630058000484),,IDAHO,
HAWAII,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.,
LOUISIANA,2014,3,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA,
KANSAS,2014,3,,-,1,,8,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,KANSAS,
NEW YORK,2014,3,,-,1,,9,,,-,,-,,-,7,,28,,2,,1,,,-,0,,3,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,NEW YORK,
INDIANA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,12,,,-,,-,POINT (-86.14995579899966 39.76691364600049),,INDIANA,
NEVADA,2014,3,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
TEXAS,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
MARYLAND,2014,3,,-,0,,5,,1,,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
GEORGIA,2014,3,,-,0,,3,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,GEORGIA,
TENNESSEE,2014,3,,-,1,,9,,,-,,-,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE,
SOUTH DAKOTA,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA,
ARKANSAS,2014,3,,-,2,,17,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS,
ILLINOIS,2014,3,,-,0,,7,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS,
ALASKA,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
MINNESOTA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
AMER. SAMOA,2014,3,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA,
NEW MEXICO,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO,
NEW HAMPSHIRE,2014,3,,-,0,,1,,,-,1,,,-,1,,6,,,-,,-,,-,0,,0,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE,
MAINE,2014,3,,-,0,,1,,,-,,-,,-,1,,8,,,-,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
MISSOURI,2014,3,,-,1,,39,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
UTAH,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,UTAH,
ALABAMA,2014,3,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,ALABAMA,
KENTUCKY,2014,3,,-,0,,7,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY,
OKLAHOMA,2014,3,,-,0,,34,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA,
WASHINGTON,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON,
WISCONSIN,2014,3,,-,0,,6,,,-,,-,,-,10,,43,,,-,3,,,-,0,,5,,,-,,-,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN,
MICHIGAN,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN,
PUERTO RICO,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO,
CONNECTICUT,2014,3,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
VERMONT,2014,3,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
MISSISSIPPI,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI,
NORTH CAROLINA,2014,3,,-,0,,12,,,-,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA,
OHIO,2014,3,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,OHIO,
IOWA,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469404401000475),,IOWA,
RHODE ISLAND,2014,3,,-,0,,8,,,-,,-,,-,0,,14,,,-,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND,
WYOMING,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
COLORADO,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
SOUTH CAROLINA,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA,
FLORIDA,2014,3,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
VIRGIN ISL.,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.,
DIST. OF COL.,2014,3,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.,
VIRGINIA,2014,3,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
PENNSYLVANIA,2014,3,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA,
CALIFORNIA,2014,3,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA,
UNITED STATES,2014,4,1,,13,,92,,2,,9,,1,,25,,93,,6,,8,,,-,2,,22,,1,,,-,,,,
NEW ENGLAND,2014,4,,-,0,,8,,,-,1,,,-,4,,21,,1,,,-,,-,0,,1,,,-,,-,,,,
MID. ATLANTIC,2014,4,1,,2,,10,,1,,,-,1,,7,,31,,3,,2,,,-,0,,3,,,-,,-,,,,
E.N. CENTRAL,2014,4,,-,1,,8,,,-,1,,,-,10,,45,,1,,5,,,-,1,,17,,,-,,-,,,,
W.N. CENTRAL,2014,4,,-,2,,45,,,-,1,,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,,,,
S. ATLANTIC,2014,4,,-,1,,22,,1,,4,,,-,0,,3,,1,,1,,,-,0,,2,,,-,,-,,,,
E.S. CENTRAL,2014,4,,-,1,,14,,,-,2,,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,4,,-,2,,37,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
PACIFIC,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,,,
ALASKA,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
OKLAHOMA,2014,4,,-,0,,34,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472034350000456),,OKLAHOMA,
FLORIDA,2014,4,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
NORTH CAROLINA,2014,4,,-,0,,12,,,-,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622388600048),,NORTH CAROLINA,
NEW YORK,2014,4,1,,1,,9,,1,,,-,1,,7,,28,,3,,1,,,-,0,,3,,,-,,-,POINT (-75.54396639699968 42.82700023900048),,NEW YORK,
GUAM,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.70297250000056 13.355173397000442),,GUAM,
OHIO,2014,4,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021029700048),,OHIO,
PUERTO RICO,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO,
WYOMING,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
WEST VIRGINIA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA,
OREGON,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,OREGON,
MARYLAND,2014,4,,-,0,,5,,1,,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.2905806980005),,MARYLAND,
SOUTH CAROLINA,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882060100049),,SOUTH CAROLINA,
RHODE ISLAND,2014,4,,-,0,,8,,,-,,-,,-,0,,14,,,-,,-,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.70828281900049),,RHODE ISLAND,
WISCONSIN,2014,4,,-,0,,6,,,-,,-,,-,10,,43,,1,,4,,,-,0,,5,,,-,,-,POINT (-89.81636715299965 44.3931903350005),,WISCONSIN,
MAINE,2014,4,,-,0,,1,,,-,,-,,-,1,,8,,1,,,-,,-,0,,1,,,-,,-,POINT (-68.98502952999962 45.254228663000504),,MAINE,
VIRGIN ISL.,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.,
TEXAS,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
MISSISSIPPI,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-89.53802764499966 32.74551123200047),,MISSISSIPPI,
LOUISIANA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA,
NEBRASKA,2014,4,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.64104043900045),,NEBRASKA,
NEVADA,2014,4,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.49324126500045),,NEVADA,
ILLINOIS,2014,4,,-,0,,7,,,-,,-,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501278700047),,ILLINOIS,
ARKANSAS,2014,4,,-,2,,17,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.748651751000466),,ARKANSAS,
KENTUCKY,2014,4,,-,0,,7,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645973909000475),,KENTUCKY,
DIST. OF COL.,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-99.11415045099966 39.52368635500045),,DIST. OF COL.,
KANSAS,2014,4,,-,1,,8,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-98.20077655499966 38.34774033400049),,KANSAS,
NORTH DAKOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-100.11842599699969 47.47531738700047),,NORTH DAKOTA,
WASHINGTON,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.522287905000496),,WASHINGTON,
IOWA,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469404401000475),,IOWA,
NEW MEXICO,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.52088247800049),,NEW MEXICO,
MINNESOTA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-94.79419697699967 46.35564867700049),,MINNESOTA,
ALABAMA,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057327200048),,ALABAMA,
GEORGIA,2014,4,,-,0,,3,,,-,4,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968004200045),,GEORGIA,
VIRGINIA,2014,4,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
PENNSYLVANIA,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA,
MISSOURI,2014,4,,-,1,,39,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
MASSACHUSETTS,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687306500047),,MASSACHUSETTS,
DELAWARE,2014,4,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,POINT (-75.57773943699965 39.00883351400046),,DELAWARE,
AMER. SAMOA,2014,4,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,POINT (-99.11415045099966 39.52368635500045),,AMER. SAMOA,
UTAH,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070374600047),,UTAH,
INDIANA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,12,,,-,,-,POINT (-86.14995579899966 39.76691364600049),,INDIANA,
NEW YORK CITY,2014,4,,-,0,,5,,,-,,-,,-,0,,4,,,-,1,,,-,0,,1,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
IDAHO,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.682630058000484),,IDAHO,
CONNECTICUT,2014,4,,-,0,,0,,,-,,-,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
HAWAII,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
CALIFORNIA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA,
MICHIGAN,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,,-,POINT (-84.71438724399968 44.66131575600048),,MICHIGAN,
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,POINT (-99.11415045099966 39.52368635500045),,C.N.M.I.,
NEW JERSEY,2014,4,,-,0,,1,,,-,,-,,-,0,,4,,,-,,-,,-,0,,1,,,-,,-,POINT (-74.27368565099965 40.1305700530005),,NEW JERSEY,
COLORADO,2014,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384047000049),,COLORADO,
SOUTH DAKOTA,2014,4,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA,
TENNESSEE,2014,4,,-,1,,9,,,-,1,,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,POINT (-85.77448642199965 35.680943063000484),,TENNESSEE,
NEW HAMPSHIRE,2014,4,,-,0,,1,,,-,1,,,-,1,,7,,,-,,-,,-,0,,0,,,-,,-,POINT (-71.50035726399966 43.6559537330005),,NEW HAMPSHIRE,
ARIZONA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,ARIZONA,
VERMONT,2014,4,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
MONTANA,2014,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,MONTANA,
UNITED STATES,2014,5,,-,14,,92,,3,,9,,,-,25,,94,,6,,13,,,-,2,,22,,,-,1,,,,,
NEW ENGLAND,2014,5,,-,0,,8,,,-,1,,,-,4,,23,,1,,2,,,-,0,,1,,,-,,-,,,,
MID. ATLANTIC,2014,5,,-,2,,10,,1,,,-,,-,7,,31,,3,,2,,,-,0,,3,,,-,,-,,,,
E.N. CENTRAL,2014,5,,-,1,,8,,,-,1,,,-,10,,45,,1,,7,,,-,1,,17,,,-,1,,,,,
W.N. CENTRAL,2014,5,,-,2,,45,,,-,1,,,-,0,,4,,,-,,-,,-,0,,2,,,-,,-,,,,
S. ATLANTIC,2014,5,,-,1,,22,,1,,4,,,-,0,,3,,1,,1,,,-,0,,2,,,-,,-,,,,
E.S. CENTRAL,2014,5,,-,1,,14,,1,,2,,,-,0,,1,,,-,1,,,-,0,,3,,,-,,-,,,,
W.S. CENTRAL,2014,5,,-,2,,37,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
PACIFIC,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,,,
WEST VIRGINIA,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,POINT (-80.71263935099967 38.665511497000466),,WEST VIRGINIA,
VIRGIN ISL.,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.11415045099966 39.52368635500045),,VIRGIN ISL.,
MISSOURI,2014,5,,-,1,,39,,,-,,-,,-,0,,2,,,-,,-,,-,0,,2,,,-,,-,POINT (-92.56629737199967 38.63579372300046),,MISSOURI,
WYOMING,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.23554147100049),,WYOMING,
INDIANA,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,12,,,-,1,,POINT (-86.14995579899966 39.76691364600049),,INDIANA,
LOUISIANA,2014,5,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312662564000448),,LOUISIANA,
CALIFORNIA,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-120.99999889499969 37.638640488000476),,CALIFORNIA,
FLORIDA,2014,5,,-,0,,3,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.932042899000464),,FLORIDA,
OREGON,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.567446178000466),,OREGON,
HAWAII,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.30485166200043),,HAWAII,
GUAM,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.70297250000056 13.355173397000442),,GUAM,
CONNECTICUT,2014,5,,-,0,,0,,,-,,-,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266394200048),,CONNECTICUT,
PENNSYLVANIA,2014,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-77.86069775999965 40.79373106100047),,PENNSYLVANIA,
SOUTH DAKOTA,2014,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313342000046),,SOUTH DAKOTA,
MONTANA,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.066526051000494),,MONTANA,
VERMONT,2014,5,,-,0,,1,,,-,,-,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.51763944499965 43.62538292400046),,VERMONT,
ALASKA,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507923900048),,ALASKA,
VIRGINIA,2014,5,,-,0,,3,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,,-,,-,POINT (-78.45788924199968 37.54268075100049),,VIRGINIA,
PUERTO RICO,2014,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-98.34556876399967 26.649497232000442),,PUERTO RICO,
ARIZONA,2014,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865973091000455),,ARIZONA,
TEXAS,2014,5,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827243635000457),,TEXAS,
