Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 1 (city),Location 1 (state),Location 2
CONNECTICUT,2014,27,,-,0,,0,,,-,,-,,-,0,,12,,,-,81,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT,
NEW YORK,2014,27,2,,1,,17,,21,,8,,15,,7,,27,,123,,107,,1,,0,,3,,3,,2,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK,
GUAM,2014,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400064 13.480998894000436),,GUAM,
VIRGINIA,2014,27,3,,1,,8,,31,,42,,,-,0,,3,,4,,9,,,-,0,,1,,1,,,-,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA,
DELAWARE,2014,27,,-,0,,2,,5,,4,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE,
SOUTH CAROLINA,2014,27,,-,0,,2,,2,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA,
WISCONSIN,2014,27,,-,0,,6,,3,,12,,1,,9,,48,,134,,303,,,-,0,,5,,9,,17,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN,
NEW MEXICO,2014,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO,
INDIANA,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,14,,POINT (-86.14995579899966 39.76691072200049),,INDIANA,
NORTH CAROLINA,2014,27,,-,0,,12,,19,,13,,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA,
VERMONT,2014,27,,-,0,,2,,,-,1,,1,,1,,4,,18,,12,,,-,0,,1,,,-,,-,POINT (-72.51763944499965 43.62538000100045),,VERMONT,
ALABAMA,2014,27,,-,0,,2,,2,,4,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057034900047),,ALABAMA,
HAWAII,2014,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.304853205000427),,HAWAII,
KENTUCKY,2014,27,2,,1,,7,,28,,25,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY,
NEW HAMPSHIRE,2014,27,,-,0,,1,,1,,4,,,-,0,,6,,12,,45,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE,
NEW JERSEY,2014,27,,-,0,,5,,10,,23,,,-,1,,9,,11,,55,,,-,0,,0,,,-,2,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY,
OKLAHOMA,2014,27,,-,0,,62,,15,,4,,,-,0,,8,,2,,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA,
ARKANSAS,2014,27,3,,1,,14,,45,,61,,2,,0,,2,,9,,4,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS,
WEST VIRGINIA,2014,27,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,2,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA,
ILLINOIS,2014,27,,-,0,,7,,14,,22,,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS,
OHIO,2014,27,,-,0,,1,,1,,4,,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021184000048),,OHIO,
ARIZONA,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865970167000455),,ARIZONA,
CALIFORNIA,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,6,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA,
OREGON,2014,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.56745218600048),,OREGON,
KANSAS,2014,27,,-,0,,11,,17,,49,,,-,0,,1,,2,,4,,,-,0,,1,,1,,,-,POINT (-98.20077655499966 38.3477418760005),,KANSAS,
SOUTH DAKOTA,2014,27,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA,
LOUISIANA,2014,27,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA,
IOWA,2014,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469401477000474),,IOWA,
PUERTO RICO,2014,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO,
MAINE,2014,27,,-,0,,1,,3,,,-,2,,2,,11,,48,,29,,,-,0,,1,,1,,,-,POINT (-68.98502952999962 45.2542257390005),,MAINE,
UTAH,2014,27,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070082200047),,UTAH,
WASHINGTON,2014,27,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON,
FLORIDA,2014,27,1,,0,,3,,17,,7,,1,,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.93204444200046),,FLORIDA,
PENNSYLVANIA,2014,27,,-,0,,2,,,-,2,,,-,0,,5,,,-,3,,,-,0,,2,,,-,5,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA,
RHODE ISLAND,2014,27,,-,0,,9,,3,,5,,,-,0,,16,,21,,3,,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND,
MASSACHUSETTS,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS,
COLORADO,2014,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384201300048),,COLORADO,
MINNESOTA,2014,27,,-,0,,2,,,-,2,,,-,0,,70,,,-,258,,,-,0,,6,,,-,10,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA,
UNITED STATES,2014,28,35,,19,,106,,472,,578,,45,,33,,153,,523,,1098,,1,,2,,14,,32,,78,,,,,
NEW ENGLAND,2014,28,,-,0,,9,,8,,11,,6,,5,,24,,123,,194,,,-,0,,1,,1,,,-,,,,
MID. ATLANTIC,2014,28,,-,2,,17,,37,,46,,37,,10,,33,,182,,201,,1,,0,,3,,4,,10,,,,,
E.N. CENTRAL,2014,28,,-,1,,9,,21,,43,,1,,10,,45,,174,,351,,,-,0,,8,,11,,37,,,,,
W.N. CENTRAL,2014,28,7,,3,,43,,136,,229,,,-,1,,56,,11,,323,,,-,0,,6,,10,,21,,,,,
S. ATLANTIC,2014,28,9,,4,,29,,114,,102,,,-,0,,5,,18,,18,,,-,0,,1,,1,,3,,,,,
DIST. OF COL.,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
E.S. CENTRAL,2014,28,5,,2,,12,,69,,71,,,-,0,,1,,2,,6,,,-,0,,3,,3,,1,,,,,
W.S. CENTRAL,2014,28,14,,3,,63,,87,,75,,1,,0,,8,,13,,5,,,-,0,,0,,,-,,-,,,,
MOUNTAIN,2014,28,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,,,
PACIFIC,2014,28,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,2,,6,,,,,
AMER. SAMOA,2014,28,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,,AMER. SAMOA,
C.N.M.I.,2014,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,C.N.M.I.,
VIRGIN ISL.,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
MONTANA,2014,28,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.06652759400049),,MONTANA,
ALASKA,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507631500048),,ALASKA,
MASSACHUSETTS,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS,
NEW HAMPSHIRE,2014,28,,-,0,,1,,1,,5,,,-,0,,6,,14,,51,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE,
VIRGINIA,2014,28,4,,1,,8,,35,,47,,,-,0,,3,,5,,10,,,-,0,,1,,1,,,-,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA,
NEBRASKA,2014,28,,-,0,,1,,,-,3,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,POINT (-99.36571864599966 41.641041981000456),,NEBRASKA,
MISSOURI,2014,28,7,,2,,38,,118,,170,,,-,0,,2,,6,,2,,,-,0,,3,,9,,7,,POINT (-92.56629737199967 38.63579079900046),,MISSOURI,
CONNECTICUT,2014,28,,-,0,,0,,,-,,-,,-,0,,12,,,-,90,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT,
OKLAHOMA,2014,28,1,,0,,62,,16,,4,,,-,0,,8,,2,,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA,
MARYLAND,2014,28,1,,0,,5,,14,,9,,,-,0,,2,,6,,2,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.29058224000045),,MARYLAND,
NORTH CAROLINA,2014,28,,-,0,,12,,19,,17,,,-,0,,3,,4,,3,,,-,0,,0,,,-,,-,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA,
UTAH,2014,28,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-111.5871285339997 39.36070082200047),,UTAH,
NORTH DAKOTA,2014,28,,-,0,,1,,1,,,-,,-,0,,2,,2,,2,,,-,0,,1,,,-,2,,POINT (-100.11842599699969 47.47531892900048),,NORTH DAKOTA,
DELAWARE,2014,28,1,,0,,2,,8,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE,
IOWA,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469401477000474),,IOWA,
FLORIDA,2014,28,1,,0,,3,,18,,9,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,POINT (-81.92895558499964 28.93204444200046),,FLORIDA,
GEORGIA,2014,28,2,,0,,5,,15,,14,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968158500045),,GEORGIA,
GUAM,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (144.73149801400064 13.480998894000436),,GUAM,
ILLINOIS,2014,28,,-,0,,7,,15,,23,,,-,0,,2,,6,,5,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS,
OHIO,2014,28,,-,0,,1,,1,,4,,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021184000048),,OHIO,
WYOMING,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.235543013000495),,WYOMING,
SOUTH DAKOTA,2014,28,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA,
PENNSYLVANIA,2014,28,,-,0,,2,,,-,2,,,-,0,,5,,,-,3,,,-,0,,2,,,-,5,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA,
NEW MEXICO,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO,
HAWAII,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.304853205000427),,HAWAII,
RHODE ISLAND,2014,28,,-,0,,9,,3,,5,,,-,0,,16,,21,,3,,,-,0,,0,,,-,,-,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND,
ARIZONA,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865970167000455),,ARIZONA,
NEW YORK,2014,28,,-,1,,17,,19,,11,,35,,7,,27,,159,,132,,1,,0,,3,,4,,3,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK,
IDAHO,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.68263160000049),,IDAHO,
NEW YORK CITY,2014,28,,-,0,,3,,5,,5,,2,,0,,3,,10,,10,,,-,0,,0,,,-,,-,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY,
KENTUCKY,2014,28,3,,1,,7,,32,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY,
VERMONT,2014,28,,-,0,,2,,,-,1,,2,,1,,4,,24,,13,,,-,0,,1,,,-,,-,POINT (-72.51763944499965 43.62538000100045),,VERMONT,
CALIFORNIA,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,6,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA,
WEST VIRGINIA,2014,28,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,,-,0,,0,,,-,2,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA,
TENNESSEE,2014,28,2,,1,,9,,35,,36,,,-,0,,1,,,-,4,,,-,0,,3,,3,,,-,POINT (-85.77448642199965 35.68094014000047),,TENNESSEE,
ARKANSAS,2014,28,12,,1,,14,,67,,69,,1,,0,,2,,11,,4,,,-,0,,0,,,-,,-,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS,
SOUTH CAROLINA,2014,28,,-,0,,2,,4,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA,
LOUISIANA,2014,28,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA,
MINNESOTA,2014,28,,-,0,,2,,,-,2,,,-,0,,56,,,-,314,,,-,0,,6,,,-,12,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA,
KANSAS,2014,28,,-,0,,8,,17,,53,,,-,0,,1,,2,,4,,,-,0,,1,,1,,,-,POINT (-98.20077655499966 38.3477418760005),,KANSAS,
NEVADA,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.493242807000456),,NEVADA,
MAINE,2014,28,,-,0,,1,,4,,,-,4,,2,,13,,64,,37,,,-,0,,1,,1,,,-,POINT (-68.98502952999962 45.2542257390005),,MAINE,
TEXAS,2014,28,1,,0,,1,,3,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827240712000446),,TEXAS,
MICHIGAN,2014,28,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,,-,0,,1,,,-,,-,POINT (-84.71438724399968 44.66132176400049),,MICHIGAN,
OREGON,2014,28,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.56745218600048),,OREGON,
ALABAMA,2014,28,,-,0,,2,,2,,5,,,-,0,,1,,2,,1,,,-,0,,1,,,-,,-,POINT (-86.63185803899967 32.84057034900047),,ALABAMA,
WISCONSIN,2014,28,,-,0,,6,,4,,15,,1,,10,,43,,167,,341,,,-,0,,5,,11,,19,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN,
NEW JERSEY,2014,28,,-,0,,5,,13,,28,,,-,0,,4,,13,,56,,,-,0,,0,,,-,2,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY,
WASHINGTON,2014,28,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON,
MISSISSIPPI,2014,28,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,POINT (-89.53802764499966 32.745512774000474),,MISSISSIPPI,
INDIANA,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,4,,,-,18,,POINT (-86.14995579899966 39.76691072200049),,INDIANA,
COLORADO,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384201300048),,COLORADO,
PUERTO RICO,2014,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO,
UNITED STATES,2014,29,38,,19,,106,,557,,684,,40,,33,,153,,618,,1251,,1,,2,,14,,40,,92,,,,,
NEW ENGLAND,2014,29,2,,0,,9,,12,,13,,11,,5,,23,,159,,214,,,-,0,,1,,1,,,-,,,,
MID. ATLANTIC,2014,29,9,,2,,17,,48,,55,,24,,10,,38,,208,,234,,,-,0,,3,,5,,11,,,,,
E.N. CENTRAL,2014,29,,-,1,,9,,26,,52,,1,,9,,45,,200,,396,,,-,0,,8,,13,,41,,,,,
W.N. CENTRAL,2014,29,7,,3,,43,,168,,262,,,-,1,,49,,16,,372,,,-,0,,6,,13,,26,,,,,
S. ATLANTIC,2014,29,9,,4,,29,,131,,131,,4,,0,,5,,20,,23,,,-,0,,1,,1,,3,,,,,
DIST. OF COL.,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,,DIST. OF COL.,
E.S. CENTRAL,2014,29,4,,2,,12,,75,,83,,,-,0,,1,,2,,6,,1,,0,,3,,5,,4,,,,,
W.S. CENTRAL,2014,29,7,,3,,63,,97,,87,,,-,0,,8,,13,,6,,,-,0,,0,,,-,,-,,,,
VIRGIN ISL.,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,VIRGIN ISL.,
OHIO,2014,29,,-,0,,1,,1,,5,,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,POINT (-82.40425685299965 40.06021184000048),,OHIO,
NEW MEXICO,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO,
GEORGIA,2014,29,,-,0,,5,,15,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-83.62757601199968 32.83968158500045),,GEORGIA,
HAWAII,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-157.85774691599974 21.304853205000427),,HAWAII,
MICHIGAN,2014,29,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,,-,0,,1,,,-,1,,POINT (-84.71438724399968 44.66132176400049),,MICHIGAN,
WYOMING,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-108.10982744299969 43.235543013000495),,WYOMING,
IOWA,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-93.81648936699969 42.469401477000474),,IOWA,
MONTANA,2014,29,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-109.42441687999968 47.06652759400049),,MONTANA,
ALASKA,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-147.72205669099972 64.84507631500048),,ALASKA,
ILLINOIS,2014,29,,-,0,,7,,20,,30,,,-,0,,2,,7,,7,,,-,0,,0,,,-,,-,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS,
TEXAS,2014,29,1,,0,,1,,5,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-99.4267664729997 31.827240712000446),,TEXAS,
MINNESOTA,2014,29,,-,0,,2,,,-,2,,,-,0,,47,,,-,361,,,-,0,,6,,,-,16,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA,
WASHINGTON,2014,29,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON,
COLORADO,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-106.13360888799969 38.84384201300048),,COLORADO,
NEVADA,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-117.07183978499972 39.493242807000456),,NEVADA,
OKLAHOMA,2014,29,,-,0,,62,,16,,4,,,-,0,,8,,2,,1,,,-,0,,0,,,-,,-,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA,
MARYLAND,2014,29,1,,0,,5,,18,,10,,2,,0,,2,,7,,3,,,-,0,,1,,,-,,-,POINT (-76.60925970899967 39.29058224000045),,MARYLAND,
SOUTH CAROLINA,2014,29,,-,0,,2,,4,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA,
MASSACHUSETTS,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS,
CALIFORNIA,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,7,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA,
PENNSYLVANIA,2014,29,,-,0,,2,,,-,3,,,-,0,,5,,,-,4,,,-,0,,2,,,-,5,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA,
VERMONT,2014,29,1,,0,,2,,1,,1,,3,,1,,4,,28,,13,,,-,0,,1,,,-,,-,POINT (-72.51763944499965 43.62538000100045),,VERMONT,
KENTUCKY,2014,29,,-,1,,7,,32,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY,
OREGON,2014,29,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,POINT (-120.15502977999972 44.56745218600048),,OREGON,
PUERTO RICO,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO,
NEW HAMPSHIRE,2014,29,,-,0,,1,,1,,5,,,-,1,,4,,25,,54,,,-,0,,1,,,-,,-,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE,
ARIZONA,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,POINT (-111.76380949799972 34.865970167000455),,ARIZONA,
TENNESSEE,2014,29,4,,1,,9,,40,,45,,,-,0,,1,,,-,4,,1,,0,,3,,5,,3,,POINT (-85.77448642199965 35.68094014000047),,TENNESSEE,
WISCONSIN,2014,29,,-,0,,6,,4,,16,,1,,9,,43,,192,,384,,,-,0,,5,,13,,20,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN,
IDAHO,2014,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,POINT (-114.3637261449997 43.68263160000049),,IDAHO,
WEST VIRGINIA,2014,29,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,,-,0,,0,,,-,2,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA,
SOUTH DAKOTA,2014,29,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA,
MAINE,2014,29,1,,0,,1,,5,,,-,5,,2,,13,,73,,41,,,-,0,,1,,1,,,-,POINT (-68.98502952999962 45.2542257390005),,MAINE,
CONNECTICUT,2014,29,,-,0,,0,,,-,,-,,-,0,,12,,,-,102,,,-,0,,0,,,-,,-,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT,
