Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cryptosporidiosis, Cum 2019†","Cryptosporidiosis, Cum 2019†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag","Cyclosporiasis, Cum 2019†","Cyclosporiasis, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column,Counties,States
OKLAHOMA,2020,11,3,,10,,19,,20,,,N,,NC,,N,,N,OKLAHOMA,,20201146,POINT (-97.508297 35.583449),712,20
TEXAS,2020,11,3,,195,,78,,99,,,-,119,,1,,4,,TEXAS,,20201147,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,11,4,,34,,100,,114,,,-,15,,,-,2,,,MOUNTAIN,20201148,,,
ARIZONA,2020,11,,-,8,,19,,24,,,-,5,,,-,1,,ARIZONA,,20201149,POINT (-111.664616 34.293239),987,7
COLORADO,2020,11,4,,14,,32,,19,,,-,10,,,-,,-,COLORADO,,20201150,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,11,,-,10,,5,,18,,,N,,NC,,N,,N,IDAHO,,20201151,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,11,,-,5,,10,,5,,,-,1,,,-,,-,MONTANA,,20201152,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,11,,-,4,,4,,5,,,N,,NC,,N,,N,NEVADA,,20201153,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,11,,-,7,,10,,8,,,-,4,,,-,,-,NEW MEXICO,,20201154,POINT (-106.108388 34.421369),616,11
UTAH,2020,11,,-,14,,16,,30,,,-,3,,,-,1,,UTAH,,20201155,POINT (-111.678222 39.323779),900,13
WYOMING,2020,11,,-,5,,4,,5,,,-,1,,,-,,-,WYOMING,,20201156,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,11,2,,43,,103,,200,,,-,9,,,-,5,,,PACIFIC,20201157,,,
ALASKA,2020,11,,-,2,,,-,,-,,-,0,,,-,,-,ALASKA,,20201158,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,11,,-,28,,65,,94,,,-,8,,,-,3,,CALIFORNIA,,20201159,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,11,,-,1,,,-,2,,,-,0,,,-,,-,HAWAII,,20201160,POINT (-157.854309 21.361013),1657,4
OREGON,2020,11,1,,11,,10,,53,,,-,1,,,-,,-,OREGON,,20201161,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,11,1,,10,,28,,51,,,-,4,,,-,2,,WASHINGTON,,20201162,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201163,,,
AMERICAN SAMOA,2020,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201164,,,
NORTHERN MARIANA ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201165,POINT (145.725693 15.1834),,
GUAM,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201166,POINT (144.653198 13.3532),,
PUERTO RICO,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201167,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,11,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201168,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,11,,-,2,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201169,,,
TOTAL,2020,11,36,,435,,1187,,1681,,1,,550,,16,,29,,,TOTAL,20201170,,,
US RESIDENTS,2020,12,45,,438,,1303,,1857,,1,,550,,20,,37,,,US RESIDENTS,20201201,,,
NEW ENGLAND,2020,12,3,,26,,61,,86,,,-,91,,1,,1,,,NEW ENGLAND,20201202,,,
CONNECTICUT,2020,12,,-,5,,6,,20,,,-,26,,,-,1,,CONNECTICUT,,20201203,POINT (-72.738288 41.575155),1043,24
MAINE,2020,12,,-,12,,3,,4,,,-,0,,,-,,-,MAINE,,20201204,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,12,2,,15,,29,,32,,,-,60,,1,,,-,MASSACHUSETTS,,20201205,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,12,1,,4,,11,,19,,,-,2,,,-,,-,NEW HAMPSHIRE,,20201206,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,12,,-,7,,5,,4,,,-,5,,,-,,-,RHODE ISLAND,,20201207,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,12,,-,2,,7,,7,,,-,5,,,-,,-,VERMONT,,20201208,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,12,10,,70,,219,,240,,,-,160,,2,,6,,,MIDDLE ATLANTIC,20201209,,,
NEW JERSEY,2020,12,,-,18,,25,,39,,,-,48,,1,,2,,NEW JERSEY,,20201210,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,12,4,,27,,67,,49,,,-,86,,1,,,-,NEW YORK,,20201211,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,12,,-,19,,57,,63,,,-,44,,,-,4,,,NEW YORK CITY,20201212,,,
PENNSYLVANIA,2020,12,6,,21,,70,,89,,,N,,NC,,N,,N,PENNSYLVANIA,,20201213,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,12,11,,112,,218,,334,,,-,121,,7,,7,,,EAST NORTH CENTRAL,20201214,,,
ILLINOIS,2020,12,,-,24,,29,,66,,,-,51,,1,,4,,ILLINOIS,,20201215,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201216,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,12,,-,20,,14,,69,,,-,69,,,-,1,,MICHIGAN,,20201217,POINT (-85.730977 44.874798),1262,50
OHIO,2020,12,10,,32,,115,,103,,,-,37,,4,,,-,OHIO,,20201218,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,12,1,,41,,60,,96,,,-,28,,2,,2,,WISCONSIN,,20201219,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,12,5,,52,,133,,204,,,-,60,,1,,5,,,WEST NORTH CENTRAL,20201220,,,
IOWA,2020,12,,-,30,,62,,85,,,-,48,,1,,1,,IOWA,,20201221,POINT (-93.500061 42.074659),299,16
KANSAS,2020,12,,-,3,,1,,21,,,-,2,,,-,1,,KANSAS,,20201222,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201223,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,12,2,,24,,38,,40,,,-,16,,,-,2,,MISSOURI,,20201224,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,12,3,,8,,18,,31,,,-,6,,,-,1,,NEBRASKA,,20201225,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,12,,-,3,,,-,2,,,N,,NC,,N,,N,NORTH DAKOTA,,20201226,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,12,,-,11,,14,,25,,,-,6,,,-,,-,SOUTH DAKOTA,,20201227,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,12,6,,79,,263,,339,,,-,220,,5,,5,,,SOUTH ATLANTIC,20201228,,,
DELAWARE,2020,12,,-,4,,3,,4,,,-,2,,,-,,-,DELAWARE,,20201229,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,12,,-,2,,2,,8,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20201230,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,12,,-,21,,78,,124,,,-,114,,1,,1,,FLORIDA,,20201231,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,12,1,,23,,51,,52,,,-,14,,,-,1,,GEORGIA,,20201232,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,12,,-,6,,24,,14,,,-,78,,2,,1,,MARYLAND,,20201233,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,12,,-,10,,26,,49,,,-,31,,,-,2,,NORTH CAROLINA,,20201234,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,12,1,,7,,18,,23,,,-,4,,,-,,-,SOUTH CAROLINA,,20201235,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,12,4,,51,,61,,50,,,-,47,,2,,,-,VIRGINIA,,20201236,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,12,,-,4,,,-,15,,,-,2,,,-,,-,WEST VIRGINIA,,20201237,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,12,,-,45,,72,,120,,,-,17,,2,,1,,,EAST SOUTH CENTRAL,20201238,,,
ALABAMA,2020,12,,-,14,,24,,42,,,N,,NC,,N,,N,ALABAMA,,20201239,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,12,,-,21,,,-,29,,,-,0,,,-,,-,KENTUCKY,,20201240,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,12,,-,8,,13,,15,,,N,,NC,,N,,N,MISSISSIPPI,,20201241,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,12,,-,13,,35,,34,,,-,17,,2,,1,,TENNESSEE,,20201242,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,12,5,,200,,119,,195,,1,,127,,2,,5,,,WEST SOUTH CENTRAL,20201243,,,
ARKANSAS,2020,12,1,,9,,11,,22,,,-,7,,,-,,-,ARKANSAS,,20201244,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,12,,-,18,,5,,46,,,-,14,,,-,,-,LOUISIANA,,20201245,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,12,3,,10,,22,,21,,,N,,NC,,N,,N,OKLAHOMA,,20201246,POINT (-97.508297 35.583449),712,20
TEXAS,2020,12,1,,195,,81,,106,,1,,119,,2,,5,,TEXAS,,20201247,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,12,3,,34,,109,,123,,,-,15,,,-,2,,,MOUNTAIN,20201248,,,
ARIZONA,2020,12,,-,8,,19,,24,,,-,5,,,-,1,,ARIZONA,,20201249,POINT (-111.664616 34.293239),987,7
COLORADO,2020,12,1,,14,,33,,24,,,-,10,,,-,,-,COLORADO,,20201250,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,12,,-,10,,5,,20,,,N,,NC,,N,,N,IDAHO,,20201251,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,12,,-,5,,10,,6,,,-,1,,,-,,-,MONTANA,,20201252,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,12,,-,4,,4,,6,,,N,,NC,,N,,N,NEVADA,,20201253,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,12,,-,7,,11,,8,,,-,4,,,-,,-,NEW MEXICO,,20201254,POINT (-106.108388 34.421369),616,11
UTAH,2020,12,2,,14,,23,,30,,,-,3,,,-,1,,UTAH,,20201255,POINT (-111.678222 39.323779),900,13
WYOMING,2020,12,,-,5,,4,,5,,,-,1,,,-,,-,WYOMING,,20201256,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,12,2,,43,,109,,216,,,-,9,,,-,5,,,PACIFIC,20201257,,,
ALASKA,2020,12,,-,2,,,-,,-,,-,0,,,-,,-,ALASKA,,20201258,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,12,,-,28,,67,,104,,,-,8,,,-,3,,CALIFORNIA,,20201259,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,12,,-,1,,,-,2,,,-,0,,,-,,-,HAWAII,,20201260,POINT (-157.854309 21.361013),1657,4
OREGON,2020,12,,-,11,,12,,54,,,-,1,,,-,,-,OREGON,,20201261,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,12,2,,10,,30,,56,,,-,4,,,-,2,,WASHINGTON,,20201262,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201263,,,
AMERICAN SAMOA,2020,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201264,,,
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834),,
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201266,POINT (144.653198 13.3532),,
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201267,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,12,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201269,,,
TOTAL,2020,12,45,,438,,1303,,1857,,1,,550,,20,,37,,,TOTAL,20201270,,,
US RESIDENTS,2020,13,28,,460,,1388,,2102,,1,,580,,23,,44,,,US RESIDENTS,20201301,,,
NEW ENGLAND,2020,13,3,,26,,66,,98,,,-,91,,1,,1,,,NEW ENGLAND,20201302,,,
CONNECTICUT,2020,13,,-,5,,7,,21,,,-,26,,,-,1,,CONNECTICUT,,20201303,POINT (-72.738288 41.575155),1043,24
MAINE,2020,13,1,,12,,4,,5,,,-,0,,,-,,-,MAINE,,20201304,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,13,1,,15,,30,,36,,,-,60,,1,,,-,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,13,1,,4,,12,,22,,,-,2,,,-,,-,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,13,,-,7,,5,,6,,,-,5,,,-,,-,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,13,,-,2,,8,,8,,,-,5,,,-,,-,VERMONT,,20201308,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,13,3,,70,,227,,257,,,-,160,,2,,6,,,MIDDLE ATLANTIC,20201309,,,
NEW JERSEY,2020,13,,-,18,,28,,46,,,-,48,,1,,2,,NEW JERSEY,,20201310,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,13,2,,27,,69,,52,,,-,86,,1,,,-,NEW YORK,,20201311,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,13,,-,19,,58,,66,,,-,44,,,-,4,,,NEW YORK CITY,20201312,,,
PENNSYLVANIA,2020,13,1,,21,,72,,93,,,N,,NC,,N,,N,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,13,4,,113,,241,,369,,,-,121,,7,,8,,,EAST NORTH CENTRAL,20201314,,,
ILLINOIS,2020,13,,-,24,,29,,70,,,-,51,,1,,4,,ILLINOIS,,20201315,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201316,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,13,,-,20,,30,,72,,,-,69,,,-,1,,MICHIGAN,,20201317,POINT (-85.730977 44.874798),1262,50
OHIO,2020,13,4,,32,,119,,114,,,-,37,,4,,,-,OHIO,,20201318,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,13,,-,42,,63,,113,,,-,28,,2,,3,,WISCONSIN,,20201319,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,13,,-,75,,145,,288,,,-,87,,1,,8,,,WEST NORTH CENTRAL,20201320,,,
IOWA,2020,13,,-,30,,65,,95,,,-,48,,1,,1,,IOWA,,20201321,POINT (-93.500061 42.074659),299,16
KANSAS,2020,13,,-,9,,9,,23,,,-,5,,,-,1,,KANSAS,,20201322,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,13,,-,26,,,-,61,,,-,36,,,-,3,,MINNESOTA,,20201323,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,13,,-,24,,38,,44,,,-,16,,,-,2,,MISSOURI,,20201324,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,13,,-,8,,19,,34,,,-,6,,,-,1,,NEBRASKA,,20201325,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,13,,-,3,,,-,2,,,N,,NC,,N,,N,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,13,,-,11,,14,,29,,,-,6,,,-,,-,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,13,3,,79,,272,,373,,1,,220,,6,,7,,,SOUTH ATLANTIC,20201328,,,
DELAWARE,2020,13,,-,4,,3,,4,,,-,2,,,-,,-,DELAWARE,,20201329,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,13,,-,2,,2,,8,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,13,,-,21,,78,,140,,,-,114,,1,,2,,FLORIDA,,20201331,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,13,,-,23,,53,,56,,,-,14,,,-,2,,GEORGIA,,20201332,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,13,1,,6,,25,,16,,1,,78,,3,,1,,MARYLAND,,20201333,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,13,,-,10,,29,,52,,,-,31,,,-,2,,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,13,1,,7,,20,,25,,,-,4,,,-,,-,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,13,1,,51,,62,,57,,,-,47,,2,,,-,VIRGINIA,,20201336,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,13,,-,4,,,-,15,,,-,2,,,-,,-,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,13,1,,45,,78,,130,,,-,17,,2,,1,,,EAST SOUTH CENTRAL,20201338,,,
ALABAMA,2020,13,,-,14,,24,,44,,,N,,NC,,N,,N,ALABAMA,,20201339,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,13,,-,21,,1,,31,,,-,0,,,-,,-,KENTUCKY,,20201340,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,13,,-,8,,13,,17,,,N,,NC,,N,,N,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,13,1,,13,,40,,38,,,-,17,,2,,1,,TENNESSEE,,20201342,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,13,4,,200,,124,,218,,,-,127,,3,,5,,,WEST SOUTH CENTRAL,20201343,,,
ARKANSAS,2020,13,1,,9,,13,,26,,,-,7,,,-,,-,ARKANSAS,,20201344,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,13,,-,18,,5,,48,,,-,14,,,-,,-,LOUISIANA,,20201345,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,13,3,,10,,25,,22,,,N,,NC,,N,,N,OKLAHOMA,,20201346,POINT (-97.508297 35.583449),712,20
TEXAS,2020,13,,-,195,,81,,122,,,-,119,,3,,5,,TEXAS,,20201347,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,13,3,,34,,114,,139,,,-,15,,,-,3,,,MOUNTAIN,20201348,,,
ARIZONA,2020,13,2,,8,,21,,28,,,-,5,,,-,1,,ARIZONA,,20201349,POINT (-111.664616 34.293239),987,7
COLORADO,2020,13,1,,14,,34,,28,,,-,10,,,-,,-,COLORADO,,20201350,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,13,,-,10,,5,,23,,,N,,NC,,N,,N,IDAHO,,20201351,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,13,,-,5,,10,,6,,,-,1,,,-,1,,MONTANA,,20201352,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,13,,-,4,,4,,8,,,N,,NC,,N,,N,NEVADA,,20201353,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,13,,-,7,,11,,9,,,-,4,,,-,,-,NEW MEXICO,,20201354,POINT (-106.108388 34.421369),616,11
UTAH,2020,13,,-,14,,25,,32,,,-,3,,,-,1,,UTAH,,20201355,POINT (-111.678222 39.323779),900,13
WYOMING,2020,13,,-,5,,4,,5,,,-,1,,,-,,-,WYOMING,,20201356,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,13,7,,43,,121,,230,,,-,9,,1,,5,,,PACIFIC,20201357,,,
ALASKA,2020,13,,-,2,,,-,,-,,-,0,,,-,,-,ALASKA,,20201358,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,13,2,,28,,73,,111,,,-,8,,1,,3,,CALIFORNIA,,20201359,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,13,,-,1,,,-,2,,,-,0,,,-,,-,HAWAII,,20201360,POINT (-157.854309 21.361013),1657,4
OREGON,2020,13,2,,11,,14,,57,,,-,1,,,-,,-,OREGON,,20201361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,13,3,,10,,34,,60,,,-,4,,,-,2,,WASHINGTON,,20201362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201363,,,
AMERICAN SAMOA,2020,13,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20201364,,,
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834),,
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201366,POINT (144.653198 13.3532),,
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201369,,,
TOTAL,2020,13,28,,460,,1388,,2102,,1,,580,,23,,44,,,TOTAL,20201370,,,
US RESIDENTS,2020,14,37,,458,,1470,,2293,,1,,580,,25,,50,,,US RESIDENTS,20201401,,,
NEW ENGLAND,2020,14,,-,26,,68,,108,,,-,91,,1,,1,,,NEW ENGLAND,20201402,,,
CONNECTICUT,2020,14,,-,5,,7,,22,,,-,26,,,-,1,,CONNECTICUT,,20201403,POINT (-72.738288 41.575155),1043,24
MAINE,2020,14,,-,12,,4,,5,,,-,0,,,-,,-,MAINE,,20201404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,14,,-,15,,32,,43,,,-,60,,1,,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,14,,-,4,,12,,22,,,-,2,,,-,,-,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,14,,-,7,,5,,6,,,-,5,,,-,,-,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,14,,-,2,,8,,10,,,-,5,,,-,,-,VERMONT,,20201408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,14,10,,70,,240,,279,,,-,160,,2,,7,,,MIDDLE ATLANTIC,20201409,,,
NEW JERSEY,2020,14,,-,18,,28,,51,,,-,48,,1,,2,,NEW JERSEY,,20201410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,14,4,,27,,73,,58,,,-,86,,1,,1,,NEW YORK,,20201411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,14,,-,19,,58,,72,,,-,44,,,-,4,,,NEW YORK CITY,20201412,,,
PENNSYLVANIA,2020,14,6,,21,,81,,98,,,N,,NC,,N,,N,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,14,5,,111,,254,,398,,,-,121,,7,,9,,,EAST NORTH CENTRAL,20201414,,,
ILLINOIS,2020,14,,-,24,,29,,75,,,-,51,,1,,5,,ILLINOIS,,20201415,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,14,,-,20,,33,,77,,,-,69,,,-,1,,MICHIGAN,,20201417,POINT (-85.730977 44.874798),1262,50
OHIO,2020,14,4,,32,,123,,121,,,-,37,,4,,,-,OHIO,,20201418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,14,1,,42,,69,,125,,,-,28,,2,,3,,WISCONSIN,,20201419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,14,3,,75,,156,,321,,,-,87,,2,,9,,,WEST NORTH CENTRAL,20201420,,,
IOWA,2020,14,,-,30,,72,,107,,,-,48,,2,,2,,IOWA,,20201421,POINT (-93.500061 42.074659),299,16
KANSAS,2020,14,,-,9,,10,,26,,,-,5,,,-,1,,KANSAS,,20201422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,14,,-,26,,,-,66,,,-,36,,,-,3,,MINNESOTA,,20201423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,14,,-,24,,38,,45,,,-,16,,,-,2,,MISSOURI,,20201424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,14,3,,8,,22,,40,,,-,6,,,-,1,,NEBRASKA,,20201425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,14,,-,3,,,-,4,,,N,,NC,,N,,N,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,14,,-,11,,14,,33,,,-,6,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,14,5,,79,,287,,396,,,-,220,,6,,10,,,SOUTH ATLANTIC,20201428,,,
DELAWARE,2020,14,,-,4,,3,,5,,,-,2,,,-,,-,DELAWARE,,20201429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,14,,-,2,,2,,8,,,-,11,,,-,,-,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,14,,-,21,,78,,146,,,-,114,,1,,2,,FLORIDA,,20201431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,14,,-,23,,53,,58,,,-,14,,,-,2,,GEORGIA,,20201432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,14,,-,6,,25,,16,,,-,78,,3,,3,,MARYLAND,,20201433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,14,,-,10,,36,,57,,,-,31,,,-,3,,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,14,1,,7,,21,,27,,,-,4,,,-,,-,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572),2581,33
